FID	IID	long
0	HG02015	106.681667
0	HG02016	106.681667
0	HG02017	106.681667
0	HG02018	106.681667
0	HG02019	106.681667
0	HG02020	106.681667
0	HG02023	106.681667
0	HG02024	106.681667
0	HG02025	106.681667
0	HG02026	106.681667
0	HG02027	106.681667
0	HG02028	106.681667
0	HG02029	106.681667
0	HG02030	106.681667
0	HG02031	106.681667
0	HG02032	106.681667
0	HG02035	106.681667
0	HG02040	106.681667
0	HG02047	106.681667
0	HG02048	106.681667
0	HG02049	106.681667
0	HG02050	106.681667
0	HG02056	106.681667
0	HG02057	106.681667
0	HG02058	106.681667
0	HG02064	106.681667
0	HG02067	106.681667
0	HG02071	106.681667
0	HG02072	106.681667
0	HG02073	106.681667
0	HG02074	106.681667
0	HG02075	106.681667
0	HG02076	106.681667
0	HG02077	106.681667
0	HG02078	106.681667
0	HG02079	106.681667
0	HG02080	106.681667
0	HG02081	106.681667
0	HG02082	106.681667
0	HG02083	106.681667
0	HG02084	106.681667
0	HG02085	106.681667
0	HG02086	106.681667
0	HG02087	106.681667
0	HG02088	106.681667
0	HG02113	106.681667
0	HG02116	106.681667
0	HG02120	106.681667
0	HG02121	106.681667
0	HG02122	106.681667
0	HG02126	106.681667
0	HG02127	106.681667
0	HG02128	106.681667
0	HG02129	106.681667
0	HG02130	106.681667
0	HG02131	106.681667
0	HG02132	106.681667
0	HG02133	106.681667
0	HG02134	106.681667
0	HG02135	106.681667
0	HG02136	106.681667
0	HG02137	106.681667
0	HG02138	106.681667
0	HG02139	106.681667
0	HG02140	106.681667
0	HG02141	106.681667
0	HG02142	106.681667
0	HG02151	100.8
0	HG02152	100.8
0	HG02153	100.8
0	HG02154	100.8
0	HG02155	100.8
0	HG02156	100.8
0	HG02164	100.8
0	HG02165	100.8
0	HG02166	100.8
0	HG02178	100.8
0	HG02179	100.8
0	HG02180	100.8
0	HG02181	100.8
0	HG02182	100.8
0	HG02184	100.8
0	HG02185	100.8
0	HG02186	100.8
0	HG02187	100.8
0	HG02188	100.8
0	HG02190	100.8
0	HG02215	-1.891667
0	HG02219	-3.716667
0	HG02220	-3.716667
0	HG02221	-3.716667
0	HG02222	-3.716667
0	HG02223	-3.716667
0	HG02224	-3.716667
0	HG02225	-3.716667
0	HG02229	-3.716667
0	HG02230	-3.716667
0	HG02231	-3.716667
0	HG02235	-3.716667
0	HG02236	-3.716667
0	HG02237	-3.716667
0	HG02238	-3.716667
0	HG02239	-3.716667
0	HG02240	-3.716667
0	HG02250	100.8
0	HG02351	100.8
0	HG02353	100.8
0	HG02355	100.8
0	HG02356	100.8
0	HG02360	100.8
0	HG02364	100.8
0	HG02367	100.8
0	HG02371	100.8
0	HG02373	100.8
0	HG02374	100.8
0	HG02375	100.8
0	HG02379	100.8
0	HG02380	100.8
0	HG02382	100.8
0	HG02383	100.8
0	HG02384	100.8
0	HG02385	100.8
0	HG02386	100.8
0	HG02389	100.8
0	HG02390	100.8
0	HG02391	100.8
0	HG02392	100.8
0	HG02394	100.8
0	HG02395	100.8
0	HG02396	100.8
0	HG02397	100.8
0	HG02398	100.8
0	HG02399	100.8
0	HG02401	100.8
0	HG02402	100.8
0	HG02406	100.8
0	HG02407	100.8
0	HG02408	100.8
0	HG02409	100.8
0	HG02410	100.8
0	HG02490	74.341667
0	HG02491	74.341667
0	HG02492	74.341667
0	HG02493	74.341667
0	HG02494	74.341667
0	HG02495	74.341667
0	HG02512	106.681667
0	HG02513	106.681667
0	HG02514	106.681667
0	HG02521	106.681667
0	HG02522	106.681667
0	HG02523	106.681667
0	HG02524	106.681667
0	HG02525	106.681667
0	HG02526	106.681667
0	HG02597	74.341667
0	HG02600	74.341667
0	HG02601	74.341667
0	HG02602	74.341667
0	HG02603	74.341667
0	HG02604	74.341667
0	HG02605	74.341667
0	HG02648	74.341667
0	HG02649	74.341667
0	HG02650	74.341667
0	HG02651	74.341667
0	HG02652	74.341667
0	HG02653	74.341667
0	HG02654	74.341667
0	HG02655	74.341667
0	HG02656	74.341667
0	HG02660	74.341667
0	HG02661	74.341667
0	HG02662	74.341667
0	HG02681	74.341667
0	HG02682	74.341667
0	HG02683	74.341667
0	HG02684	74.341667
0	HG02685	74.341667
0	HG02686	74.341667
0	HG02687	74.341667
0	HG02688	74.341667
0	HG02689	74.341667
0	HG02690	74.341667
0	HG02691	74.341667
0	HG02692	74.341667
0	HG02694	74.341667
0	HG02696	74.341667
0	HG02697	74.341667
0	HG02698	74.341667
0	HG02699	74.341667
0	HG02700	74.341667
0	HG02701	74.341667
0	HG02724	74.341667
0	HG02725	74.341667
0	HG02726	74.341667
0	HG02727	74.341667
0	HG02728	74.341667
0	HG02729	74.341667
0	HG02731	74.341667
0	HG02733	74.341667
0	HG02734	74.341667
0	HG02735	74.341667
0	HG02736	74.341667
0	HG02737	74.341667
0	HG02738	74.341667
0	HG02774	74.341667
0	HG02775	74.341667
0	HG02776	74.341667
0	HG02778	74.341667
0	HG02780	74.341667
0	HG02783	74.341667
0	HG02784	74.341667
0	HG02785	74.341667
0	HG02786	74.341667
0	HG02787	74.341667
0	HG02788	74.341667
0	HG02789	74.341667
0	HG02790	74.341667
0	HG02791	74.341667
0	HG02792	74.341667
0	HG02793	74.341667
0	HG02794	74.341667
0	HG03006	90.35
0	HG03007	90.35
0	HG03008	90.35
0	HG03009	90.35
0	HG03012	90.35
0	HG03015	74.341667
0	HG03016	74.341667
0	HG03017	74.341667
0	HG03018	74.341667
0	HG03019	74.341667
0	HG03021	74.341667
0	HG03022	74.341667
0	HG03228	74.341667
0	HG03229	74.341667
0	HG03230	74.341667
0	HG03234	74.341667
0	HG03235	74.341667
0	HG03236	74.341667
0	HG03237	74.341667
0	HG03238	74.341667
0	HG03239	74.341667
0	HG03487	74.341667
0	HG03488	74.341667
0	HG03489	74.341667
0	HG03490	74.341667
0	HG03491	74.341667
0	HG03492	74.341667
0	HG03585	90.35
0	HG03589	90.35
0	HG03593	90.35
0	HG03594	90.35
0	HG03595	90.35
0	HG03596	90.35
0	HG03598	90.35
0	HG03600	90.35
0	HG03603	90.35
0	HG03604	90.35
0	HG03605	90.35
0	HG03606	90.35
0	HG03607	90.35
0	HG03611	90.35
0	HG03615	90.35
0	HG03616	90.35
0	HG03617	90.35
0	HG03618	74.341667
0	HG03619	74.341667
0	HG03620	74.341667
0	HG03629	74.341667
0	HG03631	74.341667
0	HG03633	74.341667
0	HG03634	74.341667
0	HG03635	74.341667
0	HG03636	74.341667
0	HG03639	74.341667
0	HG03640	74.341667
0	HG03641	74.341667
0	HG03642	79.9
0	HG03643	79.9
0	HG03644	79.9
0	HG03645	79.9
0	HG03646	79.9
0	HG03649	74.341667
0	HG03650	74.341667
0	HG03651	74.341667
0	HG03652	74.341667
0	HG03653	74.341667
0	HG03654	74.341667
0	HG03660	74.341667
0	HG03663	74.341667
0	HG03667	74.341667
0	HG03668	74.341667
0	HG03669	74.341667
0	HG03672	79.9
0	HG03673	79.9
0	HG03679	79.9
0	HG03680	79.9
0	HG03681	79.9
0	HG03682	79.9
0	HG03683	79.9
0	HG03684	79.9
0	HG03685	79.9
0	HG03686	79.9
0	HG03687	79.9
0	HG03689	79.9
0	HG03690	79.9
0	HG03691	79.9
0	HG03692	79.9
0	HG03693	79.9
0	HG03694	79.9
0	HG03695	79.9
0	HG03696	79.9
0	HG03697	79.9
0	HG03698	79.9
0	HG03699	74.341667
0	HG03700	74.341667
0	HG03701	74.341667
0	HG03702	74.341667
0	HG03703	74.341667
0	HG03704	74.341667
0	HG03705	74.341667
0	HG03706	74.341667
0	HG03707	74.341667
0	HG03708	74.341667
0	HG03709	74.341667
0	HG03710	74.341667
0	HG03711	79.9
0	HG03713	78.476
0	HG03714	78.476
0	HG03716	78.476
0	HG03717	78.476
0	HG03718	78.476
0	HG03720	78.476
0	HG03721	78.476
0	HG03727	78.476
0	HG03729	78.476
0	HG03730	78.476
0	HG03731	78.476
0	HG03732	78.476
0	HG03733	79.9
0	HG03736	79.9
0	HG03738	79.9
0	HG03740	79.9
0	HG03741	79.9
0	HG03742	78.476
0	HG03743	79.9
0	HG03744	79.9
0	HG03745	79.9
0	HG03746	79.9
0	HG03750	79.9
0	HG03752	79.9
0	HG03753	79.9
0	HG03754	79.9
0	HG03755	79.9
0	HG03756	79.9
0	HG03757	79.9
0	HG03760	79.9
0	HG03761	74.341667
0	HG03762	74.341667
0	HG03763	74.341667
0	HG03765	74.341667
0	HG03767	74.341667
0	HG03770	78.476
0	HG03771	78.476
0	HG03772	78.476
0	HG03773	78.476
0	HG03774	78.476
0	HG03775	78.476
0	HG03777	78.476
0	HG03778	78.476
0	HG03779	78.476
0	HG03780	78.476
0	HG03781	78.476
0	HG03782	78.476
0	HG03784	78.476
0	HG03785	78.476
0	HG03786	78.476
0	HG03787	78.476
0	HG03788	78.476
0	HG03789	78.476
0	HG03790	78.476
0	HG03792	78.476
0	HG03793	90.35
0	HG03794	90.35
0	HG03795	90.35
0	HG03796	90.35
0	HG03797	90.35
0	HG03798	90.35
0	HG03799	90.35
0	HG03800	90.35
0	HG03801	90.35
0	HG03802	90.35
0	HG03803	90.35
0	HG03804	90.35
0	HG03805	90.35
0	HG03806	90.35
0	HG03807	90.35
0	HG03808	90.35
0	HG03809	90.35
0	HG03812	90.35
0	HG03817	90.35
0	HG03821	90.35
0	HG03824	90.35
0	HG03826	90.35
0	HG03829	90.35
0	HG03830	90.35
0	HG03831	90.35
0	HG03832	90.35
0	HG03833	90.35
0	HG03834	90.35
0	HG03836	79.9
0	HG03837	79.9
0	HG03838	79.9
0	HG03844	79.9
0	HG03846	79.9
0	HG03848	79.9
0	HG03849	79.9
0	HG03850	79.9
0	HG03851	79.9
0	HG03854	79.9
0	HG03856	79.9
0	HG03857	79.9
0	HG03858	79.9
0	HG03861	78.476
0	HG03862	78.476
0	HG03863	78.476
0	HG03864	78.476
0	HG03866	78.476
0	HG03867	78.476
0	HG03868	78.476
0	HG03869	78.476
0	HG03870	78.476
0	HG03871	78.476
0	HG03872	78.476
0	HG03873	78.476
0	HG03874	78.476
0	HG03875	78.476
0	HG03882	78.476
0	HG03884	79.9
0	HG03887	79.9
0	HG03888	79.9
0	HG03890	79.9
0	HG03894	79.9
0	HG03895	79.9
0	HG03896	79.9
0	HG03897	79.9
0	HG03898	79.9
0	HG03899	79.9
0	HG03900	79.9
0	HG03902	90.35
0	HG03904	90.35
0	HG03905	90.35
0	HG03906	90.35
0	HG03907	90.35
0	HG03908	90.35
0	HG03909	90.35
0	HG03910	90.35
0	HG03911	90.35
0	HG03913	90.35
0	HG03914	90.35
0	HG03915	90.35
0	HG03916	90.35
0	HG03917	90.35
0	HG03919	90.35
0	HG03920	90.35
0	HG03922	90.35
0	HG03925	90.35
0	HG03926	90.35
0	HG03927	90.35
0	HG03928	90.35
0	HG03929	90.35
0	HG03930	90.35
0	HG03931	90.35
0	HG03934	90.35
0	HG03937	90.35
0	HG03940	90.35
0	HG03941	90.35
0	HG03942	90.35
0	HG03945	79.9
0	HG03947	79.9
0	HG03949	79.9
0	HG03950	79.9
0	HG03951	79.9
0	HG03953	79.9
0	HG03955	79.9
0	HG03960	78.476
0	HG03963	78.476
0	HG03965	78.476
0	HG03967	78.476
0	HG03968	78.476
0	HG03969	78.476
0	HG03971	78.476
0	HG03973	78.476
0	HG03974	78.476
0	HG03976	78.476
0	HG03977	78.476
0	HG03978	78.476
0	HG03985	79.9
0	HG03986	79.9
0	HG03989	79.9
0	HG03990	79.9
0	HG03991	79.9
0	HG03995	79.9
0	HG03998	79.9
0	HG03999	79.9
0	HG04001	78.476
0	HG04002	78.476
0	HG04003	79.9
0	HG04006	79.9
0	HG04014	78.476
0	HG04015	78.476
0	HG04017	78.476
0	HG04018	78.476
0	HG04019	78.476
0	HG04020	78.476
0	HG04022	78.476
0	HG04023	78.476
0	HG04025	78.476
0	HG04026	78.476
0	HG04029	79.9
0	HG04033	79.9
0	HG04035	79.9
0	HG04036	79.9
0	HG04038	79.9
0	HG04039	79.9
0	HG04042	79.9
0	HG04047	79.9
0	HG04054	78.476
0	HG04056	78.476
0	HG04059	78.476
0	HG04060	78.476
0	HG04061	78.476
0	HG04062	78.476
0	HG04063	78.476
0	HG04070	78.476
0	HG04075	79.9
0	HG04076	78.476
0	HG04080	78.476
0	HG04090	78.476
0	HG04093	78.476
0	HG04094	78.476
0	HG04096	78.476
0	HG04098	78.476
0	HG04099	79.9
0	HG04100	79.9
0	HG04106	79.9
0	HG04107	79.9
0	HG04115	79.9
0	HG04118	78.476
0	HG04122	79.9
0	HG04127	79.9
0	HG04131	90.35
0	HG04132	90.35
0	HG04133	90.35
0	HG04134	90.35
0	HG04135	90.35
0	HG04136	90.35
0	HG04140	90.35
0	HG04141	90.35
0	HG04142	90.35
0	HG04144	90.35
0	HG04146	90.35
0	HG04147	90.35
0	HG04148	90.35
0	HG04149	90.35
0	HG04150	90.35
0	HG04151	90.35
0	HG04152	90.35
0	HG04153	90.35
0	HG04155	90.35
0	HG04156	90.35
0	HG04157	90.35
0	HG04158	90.35
0	HG04159	90.35
0	HG04160	90.35
0	HG04161	90.35
0	HG04162	90.35
0	HG04164	90.35
0	HG04171	90.35
0	HG04173	90.35
0	HG04174	90.35
0	HG04175	90.35
0	HG04176	90.35
0	HG04177	90.35
0	HG04180	90.35
0	HG04182	90.35
0	HG04183	90.35
0	HG04184	90.35
0	HG04185	90.35
0	HG04186	90.35
0	HG04187	90.35
0	HG04188	90.35
0	HG04189	90.35
0	HG04191	90.35
0	HG04192	90.35
0	HG04193	90.35
0	HG04194	90.35
0	HG04195	90.35
0	HG04199	79.9
0	HG04202	78.476
0	HG04204	79.9
0	HG04206	78.476
0	HG04209	78.476
0	HG04210	79.9
0	HG04211	78.476
0	HG04212	78.476
0	HG04214	78.476
0	HG04215	79.9
0	HG04216	78.476
0	HG04219	78.476
0	HG04222	78.476
0	HG04225	78.476
0	HG04227	79.9
0	HG04228	79.9
0	HG04229	79.9
0	HG04235	78.476
0	HG04238	78.476
0	HG04239	78.476
0	NA18525	116.391667
0	NA18526	116.391667
0	NA18528	116.391667
0	NA18530	116.391667
0	NA18531	116.391667
0	NA18532	116.391667
0	NA18533	116.391667
0	NA18534	116.391667
0	NA18535	116.391667
0	NA18536	116.391667
0	NA18537	116.391667
0	NA18538	116.391667
0	NA18539	116.391667
0	NA18541	116.391667
0	NA18542	116.391667
0	NA18543	116.391667
0	NA18544	116.391667
0	NA18545	116.391667
0	NA18546	116.391667
0	NA18547	116.391667
0	NA18548	116.391667
0	NA18549	116.391667
0	NA18550	116.391667
0	NA18552	116.391667
0	NA18553	116.391667
0	NA18555	116.391667
0	NA18557	116.391667
0	NA18558	116.391667
0	NA18559	116.391667
0	NA18560	116.391667
0	NA18561	116.391667
0	NA18562	116.391667
0	NA18563	116.391667
0	NA18564	116.391667
0	NA18565	116.391667
0	NA18566	116.391667
0	NA18567	116.391667
0	NA18570	116.391667
0	NA18571	116.391667
0	NA18572	116.391667
0	NA18573	116.391667
0	NA18574	116.391667
0	NA18577	116.391667
0	NA18579	116.391667
0	NA18582	116.391667
0	NA18591	116.391667
0	NA18592	116.391667
0	NA18593	116.391667
0	NA18595	116.391667
0	NA18596	116.391667
0	NA18597	116.391667
0	NA18599	116.391667
0	NA18602	116.391667
0	NA18603	116.391667
0	NA18605	116.391667
0	NA18606	116.391667
0	NA18608	116.391667
0	NA18609	116.391667
0	NA18610	116.391667
0	NA18611	116.391667
0	NA18612	116.391667
0	NA18613	116.391667
0	NA18614	116.391667
0	NA18615	116.391667
0	NA18616	116.391667
0	NA18617	116.391667
0	NA18618	116.391667
0	NA18619	116.391667
0	NA18620	116.391667
0	NA18621	116.391667
0	NA18622	116.391667
0	NA18623	116.391667
0	NA18624	116.391667
0	NA18625	116.391667
0	NA18626	116.391667
0	NA18627	116.391667
0	NA18628	116.391667
0	NA18629	116.391667
0	NA18630	116.391667
0	NA18631	116.391667
0	NA18632	116.391667
0	NA18633	116.391667
0	NA18634	116.391667
0	NA18635	116.391667
0	NA18636	116.391667
0	NA18637	116.391667
0	NA18638	116.391667
0	NA18639	116.391667
0	NA18640	116.391667
0	NA18641	116.391667
0	NA18642	116.391667
0	NA18643	116.391667
0	NA18644	116.391667
0	NA18645	116.391667
0	NA18646	116.391667
0	NA18647	116.391667
0	NA18648	116.391667
0	NA18740	116.391667
0	NA18745	116.391667
0	NA18747	116.391667
0	NA18748	116.391667
0	NA18749	116.391667
0	NA18757	116.391667
0	NA18939	139.683333
0	NA18940	139.683333
0	NA18941	139.683333
0	NA18942	139.683333
0	NA18943	139.683333
0	NA18944	139.683333
0	NA18945	139.683333
0	NA18946	139.683333
0	NA18947	139.683333
0	NA18948	139.683333
0	NA18949	139.683333
0	NA18950	139.683333
0	NA18951	139.683333
0	NA18952	139.683333
0	NA18953	139.683333
0	NA18954	139.683333
0	NA18956	139.683333
0	NA18957	139.683333
0	NA18959	139.683333
0	NA18960	139.683333
0	NA18961	139.683333
0	NA18962	139.683333
0	NA18963	139.683333
0	NA18964	139.683333
0	NA18965	139.683333
0	NA18966	139.683333
0	NA18967	139.683333
0	NA18968	139.683333
0	NA18969	139.683333
0	NA18970	139.683333
0	NA18971	139.683333
0	NA18972	139.683333
0	NA18973	139.683333
0	NA18974	139.683333
0	NA18975	139.683333
0	NA18976	139.683333
0	NA18977	139.683333
0	NA18978	139.683333
0	NA18979	139.683333
0	NA18980	139.683333
0	NA18981	139.683333
0	NA18982	139.683333
0	NA18983	139.683333
0	NA18984	139.683333
0	NA18985	139.683333
0	NA18986	139.683333
0	NA18987	139.683333
0	NA18988	139.683333
0	NA18989	139.683333
0	NA18990	139.683333
0	NA18991	139.683333
0	NA18992	139.683333
0	NA18993	139.683333
0	NA18994	139.683333
0	NA18995	139.683333
0	NA18997	139.683333
0	NA18998	139.683333
0	NA18999	139.683333
0	NA19000	139.683333
0	NA19001	139.683333
0	NA19002	139.683333
0	NA19003	139.683333
0	NA19004	139.683333
0	NA19005	139.683333
0	NA19006	139.683333
0	NA19007	139.683333
0	NA19009	139.683333
0	NA19010	139.683333
0	NA19011	139.683333
0	NA19012	139.683333
0	NA19054	139.683333
0	NA19055	139.683333
0	NA19056	139.683333
0	NA19057	139.683333
0	NA19058	139.683333
0	NA19059	139.683333
0	NA19060	139.683333
0	NA19062	139.683333
0	NA19063	139.683333
0	NA19064	139.683333
0	NA19065	139.683333
0	NA19066	139.683333
0	NA19067	139.683333
0	NA19068	139.683333
0	NA19070	139.683333
0	NA19072	139.683333
0	NA19074	139.683333
0	NA19075	139.683333
0	NA19076	139.683333
0	NA19077	139.683333
0	NA19078	139.683333
0	NA19079	139.683333
0	NA19080	139.683333
0	NA19081	139.683333
0	NA19082	139.683333
0	NA19083	139.683333
0	NA19084	139.683333
0	NA19085	139.683333
0	NA19086	139.683333
0	NA19087	139.683333
0	NA19088	139.683333
0	NA19089	139.683333
0	NA19090	139.683333
0	NA19091	139.683333
0	NA20502	12
0	NA20503	12
0	NA20504	12
0	NA20505	12
0	NA20506	12
0	NA20507	12
0	NA20508	12
0	NA20509	12
0	NA20510	12
0	NA20511	12
0	NA20512	12
0	NA20513	12
0	NA20514	12
0	NA20515	12
0	NA20516	12
0	NA20517	12
0	NA20518	12
0	NA20519	12
0	NA20520	12
0	NA20521	12
0	NA20522	12
0	NA20524	12
0	NA20525	12
0	NA20527	12
0	NA20528	12
0	NA20529	12
0	NA20530	12
0	NA20531	12
0	NA20532	12
0	NA20533	12
0	NA20534	12
0	NA20535	12
0	NA20536	12
0	NA20538	12
0	NA20539	12
0	NA20540	12
0	NA20541	12
0	NA20542	12
0	NA20543	12
0	NA20544	12
0	NA20581	12
0	NA20582	12
0	NA20585	12
0	NA20586	12
0	NA20587	12
0	NA20588	12
0	NA20589	12
0	NA20752	12
0	NA20753	12
0	NA20754	12
0	NA20755	12
0	NA20756	12
0	NA20757	12
0	NA20758	12
0	NA20759	12
0	NA20760	12
0	NA20761	12
0	NA20762	12
0	NA20763	12
0	NA20764	12
0	NA20765	12
0	NA20766	12
0	NA20767	12
0	NA20768	12
0	NA20769	12
0	NA20770	12
0	NA20771	12
0	NA20772	12
0	NA20773	12
0	NA20774	12
0	NA20775	12
0	NA20778	12
0	NA20783	12
0	NA20785	12
0	NA20786	12
0	NA20787	12
0	NA20790	12
0	NA20792	12
0	NA20795	12
0	NA20796	12
0	NA20797	12
0	NA20798	12
0	NA20799	12
0	NA20800	12
0	NA20801	12
0	NA20802	12
0	NA20803	12
0	NA20804	12
0	NA20805	12
0	NA20806	12
0	NA20807	12
0	NA20808	12
0	NA20809	12
0	NA20810	12
0	NA20811	12
0	NA20812	12
0	NA20813	12
0	NA20814	12
0	NA20815	12
0	NA20818	12
0	NA20819	12
0	NA20821	12
0	NA20822	12
0	NA20826	12
0	NA20827	12
0	NA20828	12
0	NA20832	12
0	NA20845	72.683333
0	NA20846	72.683333
0	NA20847	72.683333
0	NA20849	72.683333
0	NA20850	72.683333
0	NA20851	72.683333
0	NA20852	72.683333
0	NA20853	72.683333
0	NA20854	72.683333
0	NA20856	72.683333
0	NA20858	72.683333
0	NA20859	72.683333
0	NA20861	72.683333
0	NA20862	72.683333
0	NA20863	72.683333
0	NA20864	72.683333
0	NA20866	72.683333
0	NA20867	72.683333
0	NA20868	72.683333
0	NA20869	72.683333
0	NA20870	72.683333
0	NA20872	72.683333
0	NA20874	72.683333
0	NA20875	72.683333
0	NA20876	72.683333
0	NA20877	72.683333
0	NA20878	72.683333
0	NA20881	72.683333
0	NA20882	72.683333
0	NA20884	72.683333
0	NA20885	72.683333
0	NA20886	72.683333
0	NA20887	72.683333
0	NA20888	72.683333
0	NA20889	72.683333
0	NA20890	72.683333
0	NA20891	72.683333
0	NA20892	72.683333
0	NA20894	72.683333
0	NA20895	72.683333
0	NA20896	72.683333
0	NA20897	72.683333
0	NA20899	72.683333
0	NA20900	72.683333
0	NA20901	72.683333
0	NA20902	72.683333
0	NA20903	72.683333
0	NA20904	72.683333
0	NA20905	72.683333
0	NA20906	72.683333
0	NA20908	72.683333
0	NA20910	72.683333
0	NA20911	72.683333
0	NA21086	72.683333
0	NA21087	72.683333
0	NA21088	72.683333
0	NA21089	72.683333
0	NA21090	72.683333
0	NA21091	72.683333
0	NA21092	72.683333
0	NA21093	72.683333
0	NA21094	72.683333
0	NA21095	72.683333
0	NA21097	72.683333
0	NA21098	72.683333
0	NA21099	72.683333
0	NA21100	72.683333
0	NA21101	72.683333
0	NA21102	72.683333
0	NA21103	72.683333
0	NA21104	72.683333
0	NA21105	72.683333
0	NA21106	72.683333
0	NA21107	72.683333
0	NA21108	72.683333
0	NA21109	72.683333
0	NA21110	72.683333
0	NA21111	72.683333
0	NA21112	72.683333
0	NA21113	72.683333
0	NA21114	72.683333
0	NA21115	72.683333
0	NA21116	72.683333
0	NA21117	72.683333
0	NA21118	72.683333
0	NA21119	72.683333
0	NA21120	72.683333
0	NA21122	72.683333
0	NA21123	72.683333
0	NA21124	72.683333
0	NA21125	72.683333
0	NA21126	72.683333
0	NA21127	72.683333
0	NA21128	72.683333
0	NA21129	72.683333
0	NA21130	72.683333
0	NA21133	72.683333
0	NA21135	72.683333
0	NA21137	72.683333
0	NA21141	72.683333
0	NA21142	72.683333
0	NA21143	72.683333
0	NA21144	72.683333
0	HG00403	113.266667
0	HG00405	113.266667
0	HG00451	113.266667
0	HG00452	113.266667
0	HG00453	113.266667
0	HG00512	113.266667
0	HG00513	113.266667
0	HG00514	113.266667
0	HG01776	-3.716667
0	HG01777	-3.716667
0	HG01778	-3.716667
0	HG02059	106.681667
0	HG02060	106.681667
0	HG02061	106.681667
0	HG02068	106.681667
0	HG02069	106.681667
0	HG02070	106.681667
0	HG02232	-3.716667
0	HG02233	-3.716667
0	HG02234	-3.716667
0	HG02657	74.341667
0	HG02658	74.341667
0	HG02659	74.341667
0	HG03624	74.341667
0	HG03625	74.341667
0	HG03626	74.341667
0	HG03688	79.9
0	HG03719	78.476
0	HG03722	78.476
0	HG03725	78.476
0	HG03814	90.35
0	HG03815	90.35
0	HG03816	90.35
0	HG03823	90.35
0	HG03825	90.35
0	HG03885	79.9
0	HG03886	79.9
0	HG03943	79.9
0	HG03944	79.9
0	HG03992	79.9
0	HG04198	78.476
0	HG04200	78.476
0	HG04217	78.476
