#FID	IID	POP
2043483	2043483	Europe
3829187	3829187	Europe
5384673	5384673	Europe
5966262	5966262	Europe
4430245	4430245	Europe
3761472	3761472	Europe
5574981	5574981	Europe
4515262	4515262	Europe
5127011	5127011	Europe
1439337	1439337	Europe
4659679	4659679	Europe
3699965	3699965	Europe
1246391	1246391	Europe
2687423	2687423	Europe
3547809	3547809	Europe
4830057	4830057	Europe
5978890	5978890	Europe
2281491	2281491	Europe
3562597	3562597	Europe
3960509	3960509	Europe
5888227	5888227	Europe
2353385	2353385	Europe
2198054	2198054	Europe
3105576	3105576	Europe
3020754	3020754	Europe
4859194	4859194	Europe
5400596	5400596	Europe
1319738	1319738	Europe
4805560	4805560	Europe
3389602	3389602	Europe
1712941	1712941	Europe
5889598	5889598	Europe
3887631	3887631	Europe
4711277	4711277	Europe
4537768	4537768	Europe
4153171	4153171	Europe
1868417	1868417	Europe
3177945	3177945	Europe
2997076	2997076	Europe
5466002	5466002	Europe
4189053	4189053	Europe
4651227	4651227	Europe
5736809	5736809	Europe
2711155	2711155	Europe
5987285	5987285	Europe
2563838	2563838	Europe
3464386	3464386	Europe
5325214	5325214	Europe
3334797	3334797	Europe
3613230	3613230	Europe
4500813	4500813	Europe
4250687	4250687	Europe
3785134	3785134	Europe
2003361	2003361	Europe
1735448	1735448	Europe
1907522	1907522	Europe
2167395	2167395	Europe
3687385	3687385	Europe
5599235	5599235	Europe
3009240	3009240	Europe
1915099	1915099	Europe
2643348	2643348	Europe
2391497	2391497	Europe
2440460	2440460	Europe
3088444	3088444	Europe
2712349	2712349	Europe
5741906	5741906	Europe
3831216	3831216	Europe
4653237	4653237	Europe
3795857	3795857	Europe
2284904	2284904	Europe
5220825	5220825	Europe
1730672	1730672	Europe
3762890	3762890	Europe
4861699	4861699	Europe
1005365	1005365	Europe
1897688	1897688	Europe
3378819	3378819	Europe
3656994	3656994	Europe
1129296	1129296	Europe
2708951	2708951	Europe
5266171	5266171	Europe
4539779	4539779	Europe
5204412	5204412	Europe
2333993	2333993	Europe
2209738	2209738	Europe
3055370	3055370	Europe
3584405	3584405	Europe
1772913	1772913	Europe
5981136	5981136	Europe
1001534	1001534	Europe
1122306	1122306	Europe
5093051	5093051	Europe
5144159	5144159	Europe
3407375	3407375	Europe
3947288	3947288	Europe
5312515	5312515	Europe
4005404	4005404	Europe
1773316	1773316	Europe
5182517	5182517	Europe
2272123	2272123	Europe
1947285	1947285	Europe
1905091	1905091	Europe
5872085	5872085	Europe
4205101	4205101	Europe
6012487	6012487	Europe
3353564	3353564	Europe
4405186	4405186	Europe
2997663	2997663	Europe
4498338	4498338	Europe
1793462	1793462	Europe
3778266	3778266	Europe
3476567	3476567	Europe
4343254	4343254	Europe
4906763	4906763	Europe
5263367	5263367	Europe
5172850	5172850	Europe
5247243	5247243	Europe
1663483	1663483	Europe
2776142	2776142	Europe
3075434	3075434	Europe
2732903	2732903	Europe
5994104	5994104	Europe
3848532	3848532	Europe
5166238	5166238	Europe
4083011	4083011	Europe
2403561	2403561	Europe
1335283	1335283	Europe
2693828	2693828	Europe
1480044	1480044	Europe
3090638	3090638	Europe
3095313	3095313	Europe
1198069	1198069	Europe
2769051	2769051	Europe
2615772	2615772	Europe
5140124	5140124	Europe
4821008	4821008	Europe
5619080	5619080	Europe
5448561	5448561	Europe
4073551	4073551	Europe
4252053	4252053	Europe
5449799	5449799	Europe
6022225	6022225	Europe
3510724	3510724	Europe
1481819	1481819	Europe
2560418	2560418	Europe
3371768	3371768	Europe
1691118	1691118	Europe
2077553	2077553	Europe
4401084	4401084	Europe
1717535	1717535	Europe
4343929	4343929	Europe
3246685	3246685	Europe
5933355	5933355	Europe
1457888	1457888	Europe
1946929	1946929	Europe
5835262	5835262	Europe
3094065	3094065	Europe
1791245	1791245	Europe
2577567	2577567	Europe
3321125	3321125	Europe
1073007	1073007	Europe
1416584	1416584	Europe
2790689	2790689	Europe
5598944	5598944	Europe
2967695	2967695	Europe
4407575	4407575	Europe
5063034	5063034	Europe
1975649	1975649	Europe
1971157	1971157	Europe
4785057	4785057	Europe
1018164	1018164	Europe
4528011	4528011	Europe
3681248	3681248	Europe
4620089	4620089	Europe
4617050	4617050	Europe
1629661	1629661	Europe
3917193	3917193	Europe
2911338	2911338	Europe
5146527	5146527	Europe
5609042	5609042	Europe
4387393	4387393	Europe
4607271	4607271	Europe
1012744	1012744	Mixed
5674022	5674022	Europe
3856668	3856668	Europe
2173015	2173015	Europe
5646068	5646068	Europe
1366739	1366739	Europe
1431011	1431011	Europe
3760183	3760183	Europe
3208662	3208662	Europe
3588496	3588496	Europe
1191411	1191411	Europe
4734383	4734383	Europe
