PC	B	B2	lc	uc	r2	dataset	gwas	contrasts	gwas_type	test_type	L
34	0.000340974949550891	1.16263916221233e-07	-0.0192592237645274	0.0199409116839151	0.970511146260729	HGDP	q4	Long	even	all	31623
35	0.00104273049790395	1.08728689125903e-06	-0.0185577187792845	0.0206423786195443	0.97051223354762	HGDP	q4	Long	even	all	31623
36	-0.00087991832611561	7.74256260634096e-07	-0.0204796351270182	0.0187204745379412	0.970513007803881	HGDP	q4	Long	even	all	31623
37	0.00167545730231506	2.80715717188085e-06	-0.0179252013469401	0.0212748286586327	0.970515814961053	HGDP	q4	Long	even	all	31623
38	-0.000758865414618099	5.75876717503499e-07	-0.0203586326062047	0.018841484832273	0.97051639083777	HGDP	q4	Long	even	all	31623
39	-0.000155079948435875	2.40497904068737e-08	-0.019755089903429	0.0194450491584315	0.970516414887561	HGDP	q4	Long	even	all	31623
40	-0.00195863694720622	3.8362586909613e-06	-0.0215578793548206	0.0176421103253259	0.970520251146251	HGDP	q4	Long	even	all	31623
1	0.259841745354642	0.0675177326289465	0.241471469358563	0.278025852931189	0.0675177326289465	HGDP	q4	Long	even	all	100000
2	0.934311405877754	0.872937803153266	0.931774521046521	0.936757047843429	0.940455535782212	HGDP	q4	Long	even	all	100000
3	0.172124050121067	0.0296266886300795	0.153040283465998	0.191079486070133	0.970082224412292	HGDP	q4	Long	even	all	100000
4	0.00650387355222046	4.23003711832728e-05	-0.0130978661184243	0.0261006163423408	0.970124524783475	HGDP	q4	Long	even	all	100000
5	-0.00884363960804858	7.82099615170456e-05	-0.0284387801470484	0.0107582951934539	0.970202734744992	HGDP	q4	Long	even	all	100000
6	-0.090974022115096	0.00827627269979798	-0.110377278700426	-0.0715014461415111	0.97847900744479	HGDP	q4	Long	even	all	100000
7	-0.0403833702296515	0.00163081659110511	-0.0599359998759516	-0.0207997635915788	0.980109824035895	HGDP	q4	Long	even	all	100000
8	-0.0324302426369577	0.00105172063749195	-0.0519972613585156	-0.0128383331290416	0.981161544673387	HGDP	q4	Long	even	all	100000
9	0.00706027835665556	4.9847530473459e-05	-0.0125415271664567	0.0266566595582515	0.981211392203861	HGDP	q4	Long	even	all	100000
10	-0.00130833642972405	1.71174421334307e-06	-0.0209078702811801	0.018292202648238	0.981213103948074	HGDP	q4	Long	even	all	100000
11	0.00380374331072	1.44684631738471e-05	-0.0157975044527901	0.0234020686035621	0.981227572411248	HGDP	q4	Long	even	all	100000
12	-0.00221933024923194	4.9254267551559e-06	-0.021818451169935	0.0173814958310728	0.981232497838003	HGDP	q4	Long	even	all	100000
13	0.00297780093041412	8.8672983811752e-06	-0.0166232392888472	0.0225765532496018	0.981241365136384	HGDP	q4	Long	even	all	100000
14	0.00182946253760883	3.34693317651413e-06	-0.0177712446985917	0.0214287641558147	0.981244712069561	HGDP	q4	Long	even	all	100000
15	-0.000395759271626725	1.56625401078516e-07	-0.01999567416912	0.0192044596977545	0.981244868694962	HGDP	q4	Long	even	all	100000
16	-0.00299430603517237	8.96586863226968e-06	-0.0225930500826416	0.0166067385933241	0.981253834563594	HGDP	q4	Long	even	all	100000
17	-0.0017594083189266	3.09551763270813e-06	-0.0213587417749627	0.0178412769311821	0.981256930081227	HGDP	q4	Long	even	all	100000
18	-0.000346583417095143	1.20120065005346e-07	-0.0199465179213441	0.0192536173759949	0.981257050201292	HGDP	q4	Long	even	all	100000
19	-0.000545118592515563	2.97154279906149e-07	-0.0201449733584429	0.0190551550017961	0.981257347355572	HGDP	q4	Long	even	all	100000
20	0.000488092656448409	2.38234441278865e-07	-0.01911216018503	0.0200879704839876	0.981257585590013	HGDP	q4	Long	even	all	100000
21	0.00125601984626759	1.57758585421806e-06	-0.0183445017622144	0.0208555764242099	0.981259163175867	HGDP	q4	Long	even	all	100000
22	0.00272882082112198	7.44646307378884e-06	-0.0168721515893674	0.0223276966246282	0.981266609638941	HGDP	q4	Long	even	all	100000
23	0.000901290416165414	8.12324414271625e-07	-0.0186991099123808	0.0205009982608749	0.981267421963355	HGDP	q4	Long	even	all	100000
24	0.00210339736597868	4.42428047920606e-06	-0.0174973939965843	0.0217025726418809	0.981271846243834	HGDP	q4	Long	even	all	100000
25	0.00320556743808566	1.02756626001151e-05	-0.01639553268464	0.0228042046669429	0.981282121906434	HGDP	q4	Long	even	all	100000
26	-0.00344806198759728	1.18891314703133e-05	-0.023046574450222	0.0161530996774523	0.981294011037905	HGDP	q4	Long	even	all	100000
27	-0.00223730182957496	5.00551947661949e-06	-0.0218364142771493	0.0173635295854187	0.981299016557381	HGDP	q4	Long	even	all	100000
28	-0.000849310994646639	7.21329165627662e-07	-0.0204490405906955	0.0187510711482163	0.981299737886547	HGDP	q4	Long	even	all	100000
29	-0.00164780151062964	2.71524981843332e-06	-0.0212471852918827	0.0179528483150872	0.981302453136365	HGDP	q4	Long	even	all	100000
30	-0.00177712766776956	3.15818274755207e-06	-0.021376453088987	0.0178235631616202	0.981305611319113	HGDP	q4	Long	even	all	100000
31	-0.003085724656007	9.52169665268953e-06	-0.0226844226947384	0.0165153442010613	0.981315133015766	HGDP	q4	Long	even	all	100000
32	0.000993905121138635	9.87847389825605e-07	-0.0186065273474899	0.0205935739478838	0.981316120863155	HGDP	q4	Long	even	all	100000
33	-0.00188851794484963	3.56650002801906e-06	-0.021487792574531	0.0177122076761306	0.981319687363183	HGDP	q4	Long	even	all	100000
34	-0.000860917248896812	7.41178509448055e-07	-0.0204606419973659	0.0187394689637478	0.981320428541693	HGDP	q4	Long	even	all	100000
35	9.61785179533254e-05	9.25030731569814e-09	-0.0195039282511394	0.01969621139064	0.981320437792	HGDP	q4	Long	even	all	100000
36	-0.000620311898845064	3.84786851848769e-07	-0.0202201360613903	0.0189799888649593	0.981320822578852	HGDP	q4	Long	even	all	100000
37	0.00147592909030648	2.17836667961292e-06	-0.0181246652278178	0.0210753894169613	0.981323000945532	HGDP	q4	Long	even	all	100000
38	-0.00103606065904597	1.07342168922277e-06	-0.0206357116146361	0.0185643863275017	0.981324074367221	HGDP	q4	Long	even	all	100000
39	-0.000570292735214825	3.25233803838806e-07	-0.0201701372800342	0.0190299899799063	0.981324399601025	HGDP	q4	Long	even	all	100000
40	0.00127973056241652	1.6377103123829e-06	-0.0183207989768045	0.0208792768536381	0.981326037311337	HGDP	q4	Long	even	all	100000
1	0.252366510495806	0.0636888556198298	0.233923520090987	0.270627946081222	0.0636888556198298	HGDP	q4	Long	even	all	316228
2	0.93782931166062	0.879523817809833	0.935423752216693	0.940148031666604	0.943212673429663	HGDP	q4	Long	even	all	316228
3	0.175346451614286	0.0307463780937212	0.156283497161273	0.194278823625721	0.973959051523384	HGDP	q4	Long	even	all	316228
4	0.00628985859847962	3.9562321188868e-05	-0.0133118525110399	0.0258867372404387	0.973998613844573	HGDP	q4	Long	even	all	316228
5	-0.00868592800079341	7.5445345234967e-05	-0.0282811832786182	0.0109160003936027	0.974074059189808	HGDP	q4	Long	even	all	316228
6	-0.090523983634415	0.00819459161304384	-0.109929009188093	-0.0710499759289439	0.982268650802851	HGDP	q4	Long	even	all	316228
7	-0.0399311335106486	0.00159449542344524	-0.0594846476741011	-0.0203469881400763	0.983863146226297	HGDP	q4	Long	even	all	316228
8	-0.0336469540561507	0.00113211751725672	-0.0532119317122816	-0.0140561538436779	0.984995263743553	HGDP	q4	Long	even	all	316228
9	0.00724121497044902	5.2435194248255e-05	-0.0123606093522012	0.026837475974689	0.985047698937802	HGDP	q4	Long	even	all	316228
10	-0.000345141834487382	1.19122885913315e-07	-0.0199450769120757	0.0192550584243378	0.985047818060688	HGDP	q4	Long	even	all	316228
11	0.003198090097518	1.02277802718427e-05	-0.0164030080909167	0.0227967311369391	0.985058045840959	HGDP	q4	Long	even	all	316228
12	-0.00255148548980974	6.51007820470967e-06	-0.0221504477636774	0.0170494371426352	0.985064555919164	HGDP	q4	Long	even	all	316228
13	0.00241007923352625	5.80848191187449e-06	-0.0171908028229598	0.0220091095754603	0.985070364401076	HGDP	q4	Long	even	all	316228
14	0.00323479971955792	1.0463929225652e-05	-0.0163663079441505	0.0228334220301895	0.985080828330302	HGDP	q4	Long	even	all	316228
15	-0.000329401008809878	1.08505024604965e-07	-0.0199293423414658	0.0192707934110095	0.985080936835326	HGDP	q4	Long	even	all	316228
16	-0.00132189422508048	1.74740434230113e-06	-0.0209214221694912	0.0182786493625819	0.985082684239669	HGDP	q4	Long	even	all	316228
17	-0.00263145018703917	6.9245300868685e-06	-0.0222303736219027	0.0169694950440792	0.985089608769755	HGDP	q4	Long	even	all	316228
18	-0.00132788601006978	1.76328125573903e-06	-0.0209274113416029	0.018272659568332	0.985091372051011	HGDP	q4	Long	even	all	316228
19	-0.00146566974845373	2.14818781153241e-06	-0.0210651346076205	0.0181349212197199	0.985093520238823	HGDP	q4	Long	even	all	316228
20	8.27403282120961e-05	6.84596191264538e-09	-0.0195173613255362	0.0196827784104577	0.985093527084785	HGDP	q4	Long	even	all	316228
21	0.000596273613031955	3.55542221598182e-07	-0.0190040184891454	0.0201961075831573	0.985093882627006	HGDP	q4	Long	even	all	316228
22	0.002058091500394	4.23574062399402e-06	-0.0175426861515441	0.0216572878748706	0.98509811836763	HGDP	q4	Long	even	all	316228
23	0.00166029353260639	2.75657461441459e-06	-0.0179403602823828	0.0212596717052716	0.985100874942244	HGDP	q4	Long	even	all	316228
24	0.00208993946158769	4.36784695310142e-06	-0.0175108478366941	0.0216891210131234	0.985105242789198	HGDP	q4	Long	even	all	316228
25	0.0029410662670655	8.64987078727059e-06	-0.0166599641004363	0.0225398369579305	0.985113892659985	HGDP	q4	Long	even	all	316228
26	-0.0025197561374051	6.34917099199066e-06	-0.0221187337528539	0.0170811574586208	0.985120241830977	HGDP	q4	Long	even	all	316228
27	-0.00236888245835148	5.61160410148537e-06	-0.0219679324836172	0.0172319876294758	0.985125853435078	HGDP	q4	Long	even	all	316228
28	-0.000577197343180406	3.3315677297452e-07	-0.0201770390802782	0.0190230878692002	0.985126186591851	HGDP	q4	Long	even	all	316228
29	-0.00182857224296493	3.34367644774181e-06	-0.021427874266993	0.0177721347150286	0.985129530268299	HGDP	q4	Long	even	all	316228
30	-0.00200849914782714	4.03406882682233e-06	-0.0216077185248647	0.0175922634040757	0.985133564337126	HGDP	q4	Long	even	all	316228
31	-0.00110655750003101	1.22446950087488e-06	-0.0207061784140442	0.0184939136092729	0.985134788806627	HGDP	q4	Long	even	all	316228
32	-0.000431886910533476	1.8652630349015e-07	-0.0200317873433063	0.0191683453518989	0.98513497533293	HGDP	q4	Long	even	all	316228
33	-0.000479664407066879	2.30077943406821e-07	-0.0200795456322297	0.0191205853564009	0.985135205410874	HGDP	q4	Long	even	all	316228
34	-0.00142256058138388	2.02367860770724e-06	-0.0210220444408347	0.018178016265409	0.985137229089481	HGDP	q4	Long	even	all	316228
35	-0.000131739690926104	1.73553461653055e-08	-0.0197317587435372	0.0194683805806456	0.985137246444827	HGDP	q4	Long	even	all	316228
36	8.26183000409151e-05	6.82578350165067e-09	-0.019517483307224	0.0196826564295606	0.985137253270611	HGDP	q4	Long	even	all	316228
37	0.00115518273047506	1.3344471407878e-06	-0.0184453049040178	0.0207547828098166	0.985138587717752	HGDP	q4	Long	even	all	316228
38	-0.000458244954893977	2.09988438685783e-07	-0.0200581348022114	0.0191419969736282	0.985138797706191	HGDP	q4	Long	even	all	316228
39	-0.00169522348869989	2.87378267663983e-06	-0.0212945859462869	0.0179054414485601	0.985141671488867	HGDP	q4	Long	even	all	316228
40	-9.70545468111362e-07	9.41958505671504e-13	-0.019601040174729	0.0195990998294876	0.985141671489809	HGDP	q4	Long	even	all	316228
1	0.245592801060934	0.0603158239329553	0.227085839652726	0.263922444458711	0.0603158239329553	HGDP	q4	Long	even	all	1000000
2	0.940033839733402	0.883663619843923	0.937710837858388	0.942272788896538	0.943979443776878	HGDP	q4	Long	even	all	1000000
3	0.177286545240775	0.0314305191234093	0.15823631934203	0.196204837044618	0.975409962900288	HGDP	q4	Long	even	all	1000000
4	0.00691585008984677	4.78289824652335e-05	-0.0126859395059166	0.0265123263157613	0.975457791882753	HGDP	q4	Long	even	all	1000000
5	-0.0096253495734739	9.26473544115742e-05	-0.0292199070202487	0.00997660258980967	0.975550439237164	HGDP	q4	Long	even	all	1000000
6	-0.0903431385777106	0.00816188268807142	-0.109748872756407	-0.0708685577873366	0.983712321925236	HGDP	q4	Long	even	all	1000000
7	-0.0399270350397838	0.00159416812706812	-0.0594805571827636	-0.0203428848235882	0.985306490052304	HGDP	q4	Long	even	all	1000000
8	-0.0328140556831708	0.00107676225037824	-0.0523804367994079	-0.0132224898283599	0.986383252302682	HGDP	q4	Long	even	all	1000000
9	0.00663723227068542	4.40528522150279e-05	-0.012964524289221	0.026233889500431	0.986427305154897	HGDP	q4	Long	even	all	1000000
10	-0.00048237578177505	2.32686394843091e-07	-0.0200822559142233	0.019117874972195	0.986427537841292	HGDP	q4	Long	even	all	1000000
11	0.00361751834582462	1.30864389823777e-05	-0.0159836849573116	0.0232159422537707	0.986440624280274	HGDP	q4	Long	even	all	1000000
12	-0.00202467664706413	4.09931552516685e-06	-0.0216238885310364	0.0175760908412069	0.9864447235958	HGDP	q4	Long	even	all	1000000
13	0.00235274839132041	5.53542499286077e-06	-0.0172481169910453	0.0219518061071322	0.986450259020792	HGDP	q4	Long	even	all	1000000
14	0.00203692964291455	4.14908237018398e-06	-0.0175638415773838	0.0216361358447416	0.986454408103163	HGDP	q4	Long	even	all	1000000
15	-0.000489153711806804	2.39271353774374e-07	-0.0200890311114126	0.0191110995169735	0.986454647374516	HGDP	q4	Long	even	all	1000000
16	-0.00173291517253037	3.00299499518597e-06	-0.0213322606189067	0.0178677617127451	0.986457650369512	HGDP	q4	Long	even	all	1000000
17	-0.00191047680220787	3.64992161177439e-06	-0.0215097413617648	0.0176902556200153	0.986461300291123	HGDP	q4	Long	even	all	1000000
18	-0.00173528083980792	3.01119959300449e-06	-0.0213346252166423	0.0178653967935117	0.986464311490716	HGDP	q4	Long	even	all	1000000
19	-0.000570053508097097	3.24961002093807e-07	-0.0201698981501634	0.0190302291204669	0.986464636451718	HGDP	q4	Long	even	all	1000000
20	-0.000788103254301504	6.21106739440622e-07	-0.0203878583276485	0.0188122573384872	0.986465257558458	HGDP	q4	Long	even	all	1000000
21	0.000555854057996878	3.08973733791596e-07	-0.0190444234289038	0.020155704468189	0.986465566532192	HGDP	q4	Long	even	all	1000000
22	0.00119920461069359	1.43809169830876e-06	-0.0184012979046351	0.0207987857478789	0.98646700462389	HGDP	q4	Long	even	all	1000000
23	0.00176020152758673	3.09830941771866e-06	-0.0178404839725422	0.0213595346242063	0.986470102933308	HGDP	q4	Long	even	all	1000000
24	0.00144648817556015	2.09232804203532e-06	-0.0181540965182495	0.0210459614979606	0.98647219526135	HGDP	q4	Long	even	all	1000000
25	0.00245147808123208	6.00974478276133e-06	-0.0171494159356162	0.022050488576302	0.986478205006133	HGDP	q4	Long	even	all	1000000
26	-0.00327652554583354	1.07356196524998e-05	-0.022875126504361	0.0163245928237675	0.986488940625785	HGDP	q4	Long	even	all	1000000
27	-0.00246660581281796	6.08414423582736e-06	-0.0220656090388081	0.0171342925577615	0.986495024770021	HGDP	q4	Long	even	all	1000000
28	-0.000622655336697141	3.87699668317431e-07	-0.0202224785419124	0.0189776462702982	0.986495412469689	HGDP	q4	Long	even	all	1000000
29	-0.00140771913437479	1.98167316128491e-06	-0.0210072095183157	0.0181928528339148	0.98649739414285	HGDP	q4	Long	even	all	1000000
30	-0.0017321853079847	3.00046594119804e-06	-0.0213315310842959	0.0178684913464571	0.986500394608792	HGDP	q4	Long	even	all	1000000
31	-0.00087719725477128	7.6947502377827e-07	-0.0204769151946822	0.0187231946576303	0.986501164083815	HGDP	q4	Long	even	all	1000000
32	0.000373573269975302	1.3955698804004e-07	-0.019226637510788	0.0199734970249136	0.986501303640804	HGDP	q4	Long	even	all	1000000
33	-0.000119212667994893	1.42116602104606e-08	-0.0197192365946141	0.0194809028527543	0.986501317852464	HGDP	q4	Long	even	all	1000000
34	-0.000696868145824408	4.85625212664748e-07	-0.0202966609226703	0.0189034600523199	0.986501803477676	HGDP	q4	Long	even	all	1000000
35	-0.000415972261725006	1.73032922524617e-07	-0.0200158790726793	0.0191842541512651	0.986501976510599	HGDP	q4	Long	even	all	1000000
36	-0.000550384579818699	3.02923185702205e-07	-0.0201502372097242	0.0190498909244597	0.986502279433785	HGDP	q4	Long	even	all	1000000
37	0.00192355261900235	3.70005467807079e-06	-0.0176771838441729	0.0215228111731389	0.986505979488463	HGDP	q4	Long	even	all	1000000
38	-9.06040840756136e-05	8.20910005118086e-09	-0.0196906391186519	0.0195095005639273	0.986505987697563	HGDP	q4	Long	even	all	1000000
39	-0.00178796993221522	3.1968364785057e-06	-0.0213872904309535	0.0178127243050041	0.986509184534041	HGDP	q4	Long	even	all	1000000
40	8.50518116148016e-05	7.2338106589597e-09	-0.0195150507225203	0.0196850889982757	0.986509191767852	HGDP	q4	Long	even	all	1000000
1	0.245889323418567	0.0604615593712406	0.227385124187471	0.264216018073562	0.0604615593712406	HGDP	q4	Long	even	all	pruneall
2	0.940117110470892	0.883820181400139	0.937797230955669	0.94235304294888	0.94428174077138	HGDP	q4	Long	even	all	pruneall
3	0.176235154266117	0.0310588295992021	0.157178011910124	0.195161094646387	0.975340570370582	HGDP	q4	Long	even	all	pruneall
4	0.00668524168212354	4.4692456348402e-05	-0.0129165207872857	0.0262818679394258	0.97538526282693	HGDP	q4	Long	even	all	pruneall
5	-0.00923098777186219	8.52111352442693e-05	-0.0288258423717924	0.0103709586271346	0.975470473962174	HGDP	q4	Long	even	all	pruneall
6	-0.0909808061919389	0.00827750709533515	-0.11038403605067	-0.0715082518619516	0.98374798105751	HGDP	q4	Long	even	all	pruneall
7	-0.0402042568345684	0.00161638226761994	-0.0597572377599567	-0.0206204358647467	0.985364363325129	HGDP	q4	Long	even	all	pruneall
8	-0.0329763706772083	0.00108744102304065	-0.0525424804159594	-0.0133849518938285	0.98645180434817	HGDP	q4	Long	even	all	pruneall
9	0.00663141456025049	4.39756590699022e-05	-0.0129703412774132	0.0262280755370585	0.98649578000724	HGDP	q4	Long	even	all	pruneall
10	-0.000410393271174017	1.6842263702491e-07	-0.0200103023156948	0.0191898310889041	0.986495948429877	HGDP	q4	Long	even	all	pruneall
11	0.00357058502055474	1.27490773890099e-05	-0.0160306068630156	0.0231690335676081	0.986508697507266	HGDP	q4	Long	even	all	pruneall
12	-0.00224671212242058	5.0477153610316e-06	-0.021845820128241	0.017354122080878	0.986513745222627	HGDP	q4	Long	even	all	pruneall
13	0.00228041271485914	5.20028215009121e-06	-0.0173204314455816	0.0218795047851954	0.986518945504777	HGDP	q4	Long	even	all	pruneall
14	0.00208691401886409	4.35521012213145e-06	-0.0175138723647582	0.0216860969802346	0.986523300714899	HGDP	q4	Long	even	all	pruneall
15	-0.000460976647220652	2.12499469282793e-07	-0.0200608653959268	0.0191392662815178	0.986523513214369	HGDP	q4	Long	even	all	pruneall
16	-0.00183135385693537	3.35385694931204e-06	-0.0214306546129199	0.017769353970178	0.986526867071318	HGDP	q4	Long	even	all	pruneall
17	-0.00197685581068544	3.90795889624079e-06	-0.0215760898145833	0.0176238970559849	0.986530775030214	HGDP	q4	Long	even	all	pruneall
18	-0.00156170557184982	2.43892429314676e-06	-0.0211611278416185	0.0180389165931894	0.986533213954507	HGDP	q4	Long	even	all	pruneall
19	-0.000559947884086662	3.1354163289313e-07	-0.020159796632088	0.0190403310860112	0.98653352749614	HGDP	q4	Long	even	all	pruneall
20	-0.000757491131946195	5.73792814977127e-07	-0.0203572588923091	0.0188428586278266	0.986534101288955	HGDP	q4	Long	even	all	pruneall
21	0.000538676195706129	2.90172043820428e-07	-0.0190615950604786	0.0201385335733599	0.986534391460999	HGDP	q4	Long	even	all	pruneall
22	0.00170435210679765	2.90481610394559e-06	-0.0178963157292832	0.0213037104495164	0.986537296277103	HGDP	q4	Long	even	all	pruneall
23	0.00155888521260349	2.43012310607384e-06	-0.0180417360414043	0.0211583087382788	0.986539726400209	HGDP	q4	Long	even	all	pruneall
24	0.00152539962989153	2.32684403087321e-06	-0.0180752107837942	0.0211248380428879	0.98654205324424	HGDP	q4	Long	even	all	pruneall
25	0.00240370459302674	5.77779577053785e-06	-0.0171971756158219	0.0220027379850371	0.986547831040011	HGDP	q4	Long	even	all	pruneall
26	-0.0033104298716443	1.09589459350749e-05	-0.0229090134302873	0.0162906971467827	0.986558789985946	HGDP	q4	Long	even	all	pruneall
27	-0.00243052844511967	5.90746852253586e-06	-0.0220295489919673	0.0171703595276545	0.986564697454468	HGDP	q4	Long	even	all	pruneall
28	-0.000682362198071277	4.65618169356665e-07	-0.0202821609395428	0.0189179608194251	0.986565163072638	HGDP	q4	Long	even	all	pruneall
29	-0.00139465855939486	1.94507249729336e-06	-0.0209941546777926	0.0182059091086379	0.986567108145135	HGDP	q4	Long	even	all	pruneall
30	-0.00174046036422153	3.02920227942615e-06	-0.0213398023985753	0.017860218906142	0.986570137347414	HGDP	q4	Long	even	all	pruneall
31	-0.000805566555047402	6.48937474610939e-07	-0.0204053143743829	0.0187948002012032	0.986570786284889	HGDP	q4	Long	even	all	pruneall
32	0.000184768623516068	3.41394442360224e-08	-0.0194153716909512	0.0197847669755453	0.986570820424333	HGDP	q4	Long	even	all	pruneall
33	-0.000342076616802078	1.17016411762755e-07	-0.0199420129132036	0.0192581225057523	0.986570937440745	HGDP	q4	Long	even	all	pruneall
34	-0.000613347071335099	3.76194629915343e-07	-0.0202131740778479	0.0189869511851885	0.986571313635375	HGDP	q4	Long	even	all	pruneall
35	-0.00032650540833657	1.0660578167303e-07	-0.0199264478905849	0.0192736879363123	0.986571420241156	HGDP	q4	Long	even	all	pruneall
36	-0.000435279202929961	1.89467984503342e-07	-0.0200351782748762	0.019164954305059	0.986571609709141	HGDP	q4	Long	even	all	pruneall
37	0.00188832844348326	3.56578431046793e-06	-0.0177123971187211	0.0214876031599859	0.986575175493451	HGDP	q4	Long	even	all	pruneall
38	-0.000131207051838632	1.72152904521854e-08	-0.0197312263118139	0.019468913017857	0.986575192708742	HGDP	q4	Long	even	all	pruneall
39	-0.00167177319796944	2.79482562544897e-06	-0.0212711462111772	0.0179288842776083	0.986577987534367	HGDP	q4	Long	even	all	pruneall
40	9.49033606037739e-05	9.00664785388995e-09	-0.0195052029233949	0.0196949367279323	0.986577996541015	HGDP	q4	Long	even	all	pruneall
1	0.213898224500094	0.0457524504442926	0.195116163437746	0.232523458464136	0.0457524504442926	HGDP	q4	Long	even	all	all
2	0.943571695478419	0.890327544508019	0.941381603964903	0.945682250527836	0.936079994952311	HGDP	q4	Long	even	all	all
3	0.18874150219582	0.0356233546511348	0.16976946830846	0.207573685179939	0.971703349603446	HGDP	q4	Long	even	all	all
4	0.00308292349809014	9.50441729507635e-06	-0.0165181446214549	0.0226816229514378	0.971712854020741	HGDP	q4	Long	even	all	all
5	-0.00897559121842586	8.05612377202834e-05	-0.0285706350111234	0.0106263481944253	0.971793415258461	HGDP	q4	Long	even	all	all
6	-0.0908120630872539	0.00824683080216339	-0.110215957194957	-0.0713389709455815	0.980040246060625	HGDP	q4	Long	even	all	all
7	-0.037740011054104	0.00142430843436389	-0.0572976975563696	-0.0181533692236977	0.981464554494989	HGDP	q4	Long	even	all	all
8	-0.0323697014369645	0.00104779757111822	-0.0519368202058776	-0.0127777382506068	0.982512352066107	HGDP	q4	Long	even	all	all
9	0.0060198371655941	3.6238439500268e-05	-0.0135818353468251	0.0256168846512297	0.982548590505607	HGDP	q4	Long	even	all	all
10	-0.000453683696656378	2.05828896611796e-07	-0.0200535753777341	0.0191465565610974	0.982548796334504	HGDP	q4	Long	even	all	all
11	0.00444974943140151	1.98002700022581e-05	-0.0151516420272505	0.0240477221018177	0.982568596604506	HGDP	q4	Long	even	all	all
12	-0.00168190944621709	2.82881938527427e-06	-0.0212812778994646	0.0179187512572726	0.982571425423891	HGDP	q4	Long	even	all	all
13	0.00226291854671336	5.12080034905932e-06	-0.0173379204504741	0.0218620188948036	0.98257654622424	HGDP	q4	Long	even	all	all
14	0.00221547783756332	4.90834204873425e-06	-0.017385347097543	0.0218146005729304	0.982581454566289	HGDP	q4	Long	even	all	all
15	-0.000350771146809865	1.23040397434308e-07	-0.0199507039850729	0.0192494311978326	0.982581577606687	HGDP	q4	Long	even	all	all
16	-0.00113773190722854	1.2944338927259e-06	-0.020737339474461	0.0184627498072958	0.982582872040579	HGDP	q4	Long	even	all	all
17	-0.00250361456625005	6.26808589633941e-06	-0.0221025999712348	0.0170972944175659	0.982589140126476	HGDP	q4	Long	even	all	all
18	-0.00135671032661119	1.84066291033344e-06	-0.0209562230688725	0.0182438448088561	0.982590980789386	HGDP	q4	Long	even	all	all
19	-0.000498711666413133	2.48713326216564e-07	-0.0200985852092193	0.0191015450491823	0.982591229502712	HGDP	q4	Long	even	all	all
20	-0.000580290702401659	3.36737299293811e-07	-0.0201801311809957	0.0190199956281795	0.982591566240012	HGDP	q4	Long	even	all	all
21	0.00169215063279883	2.8633737640815e-06	-0.0179085133279316	0.0212915144747895	0.982594429613776	HGDP	q4	Long	even	all	all
22	0.00210113031729629	4.41474861026162e-06	-0.0174996603611161	0.0217003066508562	0.982598844362386	HGDP	q4	Long	even	all	all
23	0.00102964959778355	1.06017829421582e-06	-0.0185707951853529	0.0206293032757285	0.98259990454068	HGDP	q4	Long	even	all	all
24	0.00179883543204285	3.23580891157278e-06	-0.0178018622156875	0.0213981509931322	0.982603140349592	HGDP	q4	Long	even	all	all
25	0.00249547516914862	6.22739631983735e-06	-0.017105431485085	0.0220944644981401	0.982609367745912	HGDP	q4	Long	even	all	all
26	-0.00362421395843538	1.31349268165178e-05	-0.0232226343442778	0.0159769909668048	0.982622502672728	HGDP	q4	Long	even	all	all
27	-0.00263762039301856	6.95704133766738e-06	-0.0222365408205902	0.0169633265714358	0.982629459714066	HGDP	q4	Long	even	all	all
28	-0.000868336206197411	7.54007766993313e-07	-0.0204680578532282	0.01873205260517	0.982630213721833	HGDP	q4	Long	even	all	all
29	-0.0014945927523496	2.23380749537597e-06	-0.0210940448229418	0.0181060076493845	0.982632447529328	HGDP	q4	Long	even	all	all
30	-0.00222096785922296	4.93269823170142e-06	-0.0218200880083599	0.0173798587077146	0.98263738022756	HGDP	q4	Long	even	all	all
31	-5.91455177782262e-05	3.49819227325447e-09	-0.0196591927298621	0.0195409471373144	0.982637383725752	HGDP	q4	Long	even	all	all
32	-0.000667520441071138	4.45583539247807e-07	-0.0202673252767142	0.0189327972673123	0.982637829309291	HGDP	q4	Long	even	all	all
33	-0.000404008641471737	1.63222982383838e-07	-0.0200039202406026	0.0191962133677451	0.982637992532274	HGDP	q4	Long	even	all	all
34	-0.000509866049079014	2.59963388003443e-07	-0.0201097350863729	0.0190903947311942	0.982638252495662	HGDP	q4	Long	even	all	all
35	-0.0018094533055493	3.27412126496327e-06	-0.0214087640370507	0.0177912476704963	0.982641526616927	HGDP	q4	Long	even	all	all
36	6.15950043343432e-05	3.79394455894776e-09	-0.0195384985859652	0.0196616412696223	0.982641530410871	HGDP	q4	Long	even	all	all
37	0.00264514534938865	6.99679391939242e-06	-0.016955803726959	0.0222440621073588	0.982648527204791	HGDP	q4	Long	even	all	all
38	-6.99300040782506e-05	4.89020547038415e-09	-0.0196699730458913	0.0195301667667391	0.982648532094996	HGDP	q4	Long	even	all	all
39	-0.0016307689798975	2.65940746579594e-06	-0.0212301603984551	0.0179698753967019	0.982651191502462	HGDP	q4	Long	even	all	all
40	-0.000452148596733533	2.04438353528103e-07	-0.0200520408947834	0.0191480910985367	0.982651395940815	HGDP	q4	Long	even	all	all
