D	ExpD	varD	pvalD	Z	trK	jkFGr	varFGr	error	signal	gammaF	dataset	gwas	contrasts	L
288630977.062792	486669	143654940850416	5.2034320281405e-128	0.00187547080616492	153897877863	2.58659945654537e-11	5.93077379909029e-09	0.00436131868145455	0.995638681318546	0.999980978899359	HGDP	ALL	Long	316228
902539784.86841	486669	1404654443241470	2.67836354887374e-128	0.0018545267674931	486668513331	5.91546941403357e-12	1.85452862202172e-09	0.00318974285098109	0.996810257149019	0.999989825540545	HGDP	ALL	Long	1000000
1215648428.74485	486669	2548313312257840	2.47093719302469e-128	0.00185469633766469	655443375855	4.21131426152237e-12	1.37711852038706e-09	0.00305806232301538	0.996941937676985	0.999990648254829	HGDP	ALL	Long	pruneall
7098365050.22315	486669	86881324511532100	2.00132995488086e-128	0.00206794567379843	3432568437441	2.09327684841577e-12	2.93193004440747e-10	0.00713958660919828	0.992860413390802	0.99994902630305	HGDP	ALL	Long	all
409573.335262552	408811	367575821	0.484141278278849	0.00100186476210902	408811000	9.93135686952757e-07	1.00186476210896e-06	0.991287172194952	0.0087128278050479	0.0173497422417354	HGDP	WBS	AFRICA-EUROPE	1000
416805.472830239	408811	304111319	0.32332157881287	0.000322440045842017	1292660382	9.80379878525519e-08	1.01973449032895e-07	0.961407001355091	0.0385929986449092	0.0756965777454124	HGDP	WBS	AFRICA-EUROPE	3162
426718.732346381	408811	312798861	0.155642292060486	0.000104380442881033	4088110000	1.03885711209222e-08	1.04380442881033e-08	0.995260303001634	0.00473969699836629	0.00945692926909625	HGDP	WBS	AFRICA-EUROPE	10000
474899.471963677	408811	388141367	0.000397510038766689	3.6734661785451e-05	12927830253	1.16764154736554e-09	1.16164379677611e-09	1.00516315810929	-0.00516315810929058	-0.0103529744202426	HGDP	WBS	AFRICA-EUROPE	31623
624995.509126316	408811	671201846	3.57713889859827e-17	1.52881284781064e-05	40881100000	1.43280426151626e-10	1.52881284781064e-10	0.93720056288651	0.0627994371134898	0.121655104925208	HGDP	WBS	AFRICA-EUROPE	100000
1101260.95523953	408811	2084437812	2.93347156062097e-52	8.51858276809179e-06	129277484908	2.40485493184552e-11	2.69381040517974e-11	0.892733552154001	0.107266447845999	0.203026804858499	HGDP	WBS	AFRICA-EUROPE	316228
2608831.55124253	408811	11699658807	2.87605477684137e-92	6.38151654450759e-06	408810591189	5.44415656414306e-12	6.38152292603052e-12	0.853112435267779	0.146887564732221	0.27219917279148	HGDP	WBS	AFRICA-EUROPE	1000000
3160675.85701563	408811	17173138787	3.3366161959331e-98	6.18383287756697e-06	511119223238	4.22457853394592e-12	4.94604543827511e-12	0.854132576553767	0.145867423446234	0.270457541669624	HGDP	WBS	AFRICA-EUROPE	pruneall
40359430.3523077	408811	2799260549280	2.57925147957521e-126	1.42641146423036e-05	2829438164540	1.83465876748633e-12	2.06094872265315e-12	0.890201074544201	0.109798925455799	0.20754204688035	HGDP	WBS	AFRICA-EUROPE	all
414286.281143317	408811	373665343	0.388493827198971	0.001013393184487	408811000	9.95151426549228e-07	1.01339318448676e-06	0.981999328378383	0.0180006716216173	0.0356773190644054	HGDP	WBS	Lat	1000
413504.740243721	408811	300336199	0.393256469757707	0.000319886604402579	1292660382	9.81415866566959e-08	1.01165909045724e-07	0.970105320877797	0.0298946791222026	0.0588956664045857	HGDP	WBS	Lat	3162
429672.333740449	408811	317663121	0.120906815519877	0.000105102928673751	4088110000	1.02704842801902e-08	1.05102928673751e-08	0.977183453381273	0.0228165466187269	0.0451124984378493	HGDP	WBS	Lat	10000
476831.447892741	408811	390617427	0.000289114505845933	3.68841049550514e-05	12927830253	1.13624884123756e-09	1.16636957135792e-09	0.974175655075358	0.0258243449246423	0.0509817930584976	HGDP	WBS	Lat	31623
620022.484808496	408811	660554467	1.03510222204432e-16	1.51664824285182e-05	40881100000	1.46122897969999e-10	1.51664824285182e-10	0.963459382613579	0.0365406173864212	0.0717460180538616	HGDP	WBS	Lat	100000
1084388.92185622	408811	2020828950	2.39470574113237e-51	8.38809907057751e-06	129277076097	2.45416295528357e-11	2.65255625565733e-11	0.925206751053581	0.074793248946419	0.143992467804877	HGDP	WBS	Lat	316228
2542619.91066153	408811	11111963646	2.07612414798686e-91	6.21955488791638e-06	408810591189	5.52913410888698e-12	6.2195611074775e-12	0.88899104186621	0.11100895813379	0.209694927481631	HGDP	WBS	Lat	1000000
3068865.17684798	408811	16187980505	2.30639228371103e-97	6.00420613688987e-06	511119223238	4.24951663315454e-12	4.8023736995803e-12	0.884878374526732	0.115121625473268	0.216990262294928	HGDP	WBS	Lat	pruneall
40750321.4540235	408811	2853571779099	2.39641332580548e-126	1.4402266133513e-05	2829438164540	1.90278567170419e-12	2.08090952263831e-12	0.914400963138326	0.0855990368616744	0.163870878611702	HGDP	WBS	Lat	all
411663.623748929	408811	368256578	0.440914324647424	0.00100697785467839	408811000	1.03596097867955e-06	1.00697785467831e-06	1.02878228539644	-0.0287822853964355	-0.0583929907455127	HGDP	WBS	Long	1000
416498.235766758	408811	306900259	0.330401416459709	0.000322202367742062	1292660382	1.02111215316468e-07	1.01898282018362e-07	1.00208966524154	-0.00208966524153742	-0.00418369718389644	HGDP	WBS	Long	3162
430879.626239322	408811	320022668	0.108670401043291	0.000105398246681063	4088110000	1.05035531837757e-08	1.05398246681063e-08	0.99655862545414	0.00344137454586024	0.00687090603295559	HGDP	WBS	Long	10000
472464.720532399	408811	384128740	0.0005815643279432	3.65463276734129e-05	12927830253	1.14581157972912e-09	1.15568819129788e-09	0.991453913224054	0.00854608677594593	0.0170191379527098	HGDP	WBS	Long	31623
606773.382493875	408811	632540678	1.75691563190034e-15	1.48423937343632e-05	40881100000	1.45204900445823e-10	1.48423937343632e-10	0.97831187505587	0.0216881249441301	0.0429058751246679	HGDP	WBS	Long	100000
1028129.65427255	408811	1816207637	3.78731592900084e-48	7.95289028870119e-06	129277484908	2.4319395735684e-11	2.51492286853194e-11	0.967003642138739	0.0329963578612609	0.0649039560904133	HGDP	WBS	Long	316228
2376947.99622816	408811	9708231865	4.55061284957896e-89	5.81429559436551e-06	408811000000	5.5941698428924e-12	5.8142955943655e-12	0.962140598478271	0.0378594015217292	0.0742854687598749	HGDP	WBS	Long	1000000
2873096.87957569	408811	14184223557	2.07329874284791e-95	5.6211872865479e-06	511119223238	4.31369144463303e-12	4.49602185032841e-12	0.959446281231471	0.0405537187685289	0.0794628334311008	HGDP	WBS	Long	pruneall
43975165.469097	408811	3322633493706	1.50714665397901e-126	1.55420132591045e-05	2829438164540	2.1387307245447e-12	2.24558573574649e-12	0.952415528162288	0.0475844718377121	0.0929046617153502	HGDP	WBS	Long	all
