#FID	IID	CountryOfBirthNonUK_20115
1035197	1035197	109
1035426	1035426	340
1035442	1035442	143
1035556	1035556	354
1035682	1035682	434
1035794	1035794	241
1035870	1035870	142
1036027	1036027	115
1036208	1036208	350
1036259	1036259	207
1036277	1036277	109
1036356	1036356	203
1036401	1036401	434
1036425	1036425	318
1036534	1036534	226
1036578	1036578	143
1037067	1037067	211
1037118	1037118	405
1037306	1037306	149
1037327	1037327	212
1037464	1037464	609
1037676	1037676	212
1037800	1037800	212
1038268	1038268	434
1038641	1038641	136
1038917	1038917	211
1038958	1038958	326
1039038	1039038	434
1039108	1039108	201
1039114	1039114	409
1039186	1039186	152
1039347	1039347	212
1039405	1039405	212
1039603	1039603	143
1039628	1039628	136
1039635	1039635	124
1039760	1039760	314
1039971	1039971	109
1040016	1040016	212
1040043	1040043	351
1040387	1040387	201
1040463	1040463	120
1040500	1040500	340
1040513	1040513	326
1040569	1040569	212
1040764	1040764	239
1040859	1040859	127
1041047	1041047	350
1041204	1041204	109
1041216	1041216	109
1041381	1041381	320
1041435	1041435	124
1041489	1041489	124
1041522	1041522	605
1041812	1041812	152
1041839	1041839	141
1042093	1042093	147
1042297	1042297	124
1042505	1042505	329
1042674	1042674	136
1042726	1042726	209
1042844	1042844	232
1042977	1042977	304
1043328	1043328	136
1043389	1043389	242
1043448	1043448	212
1043510	1043510	109
1043924	1043924	201
1043938	1043938	120
1043981	1043981	212
1044104	1044104	434
1044137	1044137	239
1044392	1044392	434
1044568	1044568	129
1044950	1044950	143
1044973	1044973	318
1045170	1045170	232
1045283	1045283	241
1045327	1045327	505
1045415	1045415	141
1045559	1045559	312
1045763	1045763	143
1045869	1045869	318
1045951	1045951	112
1045965	1045965	131
1046267	1046267	318
1046416	1046416	245
1046420	1046420	320
1046482	1046482	215
1046854	1046854	214
1047086	1047086	124
1047202	1047202	326
1047296	1047296	405
1047426	1047426	107
1047455	1047455	213
1047556	1047556	434
1047643	1047643	149
1047785	1047785	409
1047857	1047857	109
1047870	1047870	211
1047892	1047892	151
1048280	1048280	124
1048516	1048516	235
1048537	1048537	616
1048787	1048787	320
1048807	1048807	232
1048968	1048968	318
1049057	1049057	235
1049206	1049206	409
1049294	1049294	609
1049475	1049475	136
1049532	1049532	212
1049614	1049614	312
1049641	1049641	336
1049958	1049958	212
1050071	1050071	146
1050085	1050085	120
1050109	1050109	112
1050180	1050180	124
1050241	1050241	143
1050390	1050390	232
1050401	1050401	207
1050542	1050542	318
1050561	1050561	320
1050629	1050629	212
1050816	1050816	340
1050865	1050865	124
1050975	1050975	320
1051092	1051092	151
1051361	1051361	350
1051677	1051677	209
1051779	1051779	124
1051917	1051917	142
1052133	1052133	209
1052577	1052577	144
1052709	1052709	318
