PC	B	B2	lc	uc	r2	Error	VarExp	dataset	gwas	contrasts	gwas_type	test_type	L
15	0.0161823121325605	0.000261867225955616	-0.00341884223897501	0.0357710364758458	0.794958443900829	0.0729131382489602	0.000203662366236624	InUKBB	q1	England-RepublicOfIrelend	even	odd	pruneall
16	0.00528797686980839	2.79626993756286e-05	-0.0143135766589178	0.0248854676246903	0.794986406600205	0.0729131382489602	0.000202948294829483	InUKBB	q1	England-RepublicOfIrelend	even	odd	pruneall
17	0.000608450440131924	3.70211938096732e-07	-0.0189918460525067	0.0202082794449621	0.794986776812143	0.0729131382489602	0.000201165116511651	InUKBB	q1	England-RepublicOfIrelend	even	odd	pruneall
18	-0.000549327094718586	3.01760256991962e-07	-0.0201491801536548	0.0190509480260986	0.7949870785724	0.0729131382489602	0.000198437843784378	InUKBB	q1	England-RepublicOfIrelend	even	odd	pruneall
19	-0.00948545978482079	8.99739473294524e-05	-0.0290801233361656	0.0101164910315726	0.795077052519729	0.0729131382489602	0.000196973697369737	InUKBB	q1	England-RepublicOfIrelend	even	odd	pruneall
20	-0.00530700989179764	2.8164353991638e-05	-0.0249044893845906	0.0142945469971649	0.795105216873721	0.0729131382489602	0.000195962596259626	InUKBB	q1	England-RepublicOfIrelend	even	odd	pruneall
21	0.0161127854183592	0.000259621853938088	-0.00348838625703884	0.0357015804428835	0.795364838727659	0.0729131382489602	0.000194418441844184	InUKBB	q1	England-RepublicOfIrelend	even	odd	pruneall
22	0.00693011525902502	4.80264975033715e-05	-0.0126716759462757	0.0265265821357592	0.795412865225162	0.0729131382489602	0.000192449244924492	InUKBB	q1	England-RepublicOfIrelend	even	odd	pruneall
23	0.000702832996539203	4.93974221024275e-07	-0.0188974973294969	0.0203026233183368	0.795413359199383	0.0729131382489602	0.000191825182518252	InUKBB	q1	England-RepublicOfIrelend	even	odd	pruneall
24	-0.010947512858348	0.000119848037783694	-0.0305410296101081	0.00865441413888838	0.795533207237167	0.0729131382489602	0.000191354135413541	InUKBB	q1	England-RepublicOfIrelend	even	odd	pruneall
25	-0.00763785030554751	5.83367572899522e-05	-0.0272338433359478	0.0119640107377081	0.795591543994457	0.0729131382489602	0.000190618061806181	InUKBB	q1	England-RepublicOfIrelend	even	odd	pruneall
26	-0.00652382464651174	4.2560288018434e-05	-0.0261205546807089	0.0130779175951936	0.795634104282475	0.0729131382489602	0.00019002500250025	InUKBB	q1	England-RepublicOfIrelend	even	odd	pruneall
27	-0.000850024344662798	7.22541386519419e-07	-0.0204497536429193	0.0187503580484916	0.795634826823862	0.0729131382489602	0.00018968896889689	InUKBB	q1	England-RepublicOfIrelend	even	odd	pruneall
28	0.0110681315778984	0.000122503536625672	-0.00853378971174501	0.0306615499813051	0.795757330360488	0.0729131382489602	0.000188950895089509	InUKBB	q1	England-RepublicOfIrelend	even	odd	pruneall
29	-0.00576010427657788	3.31788012770508e-05	-0.0253573114776177	0.0138415284126113	0.795790509161765	0.0729131382489602	0.000188416841684168	InUKBB	q1	England-RepublicOfIrelend	even	odd	pruneall
30	-0.0180241567403912	0.000324870226202191	-0.0376109397477891	0.00157647018882185	0.796115379387967	0.0729131382489602	0.000187844784478448	InUKBB	q1	England-RepublicOfIrelend	even	odd	pruneall
31	0.00827418419968611	6.84621241703352e-05	-0.0113277228712475	0.02786973443907	0.796183841512137	0.0729131382489602	0.000187483748374837	InUKBB	q1	England-RepublicOfIrelend	even	odd	pruneall
32	0.00743015113936444	5.52071459537987e-05	-0.0121716914442313	0.0270262852635029	0.796239048658091	0.0729131382489602	0.000187276727672767	InUKBB	q1	England-RepublicOfIrelend	even	odd	pruneall
33	0.00147851987128983	2.1860210097989e-06	-0.0181220752921417	0.0210779790527018	0.796241234679101	0.0729131382489602	0.000187006700670067	InUKBB	q1	England-RepublicOfIrelend	even	odd	pruneall
34	-0.0105790260884081	0.000111915792979219	-0.0301728397627136	0.00902291481196388	0.79635315047208	0.0729131382489602	0.000186432643264326	InUKBB	q1	England-RepublicOfIrelend	even	odd	pruneall
35	0.00732422931246204	5.36443350215282e-05	-0.0122776032059928	0.0269204347406166	0.796406794807102	0.0729131382489602	0.000186396639663966	InUKBB	q1	England-RepublicOfIrelend	even	odd	pruneall
36	-0.00798305691117454	6.37291976470515e-05	-0.027578811698712	0.011618831071723	0.796470524004749	0.0729131382489602	0.000186242624262426	InUKBB	q1	England-RepublicOfIrelend	even	odd	pruneall
37	0.0155678001517871	0.000242356401565981	-0.00403350059226549	0.0351571426559331	0.796712880406315	0.0729131382489602	0.000186026602660266	InUKBB	q1	England-RepublicOfIrelend	even	odd	pruneall
38	-0.0154642928706631	0.00023914435398964	-0.0350537380419256	0.00413703107063993	0.796952024760304	0.0729131382489602	0.000185830583058306	InUKBB	q1	England-RepublicOfIrelend	even	odd	pruneall
39	-0.00449926563121537	2.02433912202358e-05	-0.024097210598624	0.0151021361667033	0.796972268151524	0.0729131382489602	0.000185451545154515	InUKBB	q1	England-RepublicOfIrelend	even	odd	pruneall
40	-0.000821207833377096	6.74382305599904e-07	-0.0204209491453992	0.0187791644331291	0.79697294253383	0.0729131382489602	0.000185342534253425	InUKBB	q1	England-RepublicOfIrelend	even	odd	pruneall
1	0.378422957792234	0.143203934984223	0.361504206592318	0.395092580113934	0.143203934984223	0.0725517120722541	0.000586356635663566	InUKBB	q1	England-Scotland	even	odd	pruneall
2	-0.0587920214283688	0.00345650178363377	-0.0783018620231401	-0.0392371655003129	0.146660436767857	0.0725517120722541	0.000515991599159916	InUKBB	q1	England-Scotland	even	odd	pruneall
3	0.0830390165138304	0.0068954782635842	0.0635423661947468	0.10247230561053	0.153555915031441	0.0725517120722541	0.000388008800880088	InUKBB	q1	England-Scotland	even	odd	pruneall
4	0.742151789875619	0.550789279215584	0.733217264670465	0.750830114567459	0.704345194247025	0.0725517120722541	0.00032035503550355	InUKBB	q1	England-Scotland	even	odd	pruneall
5	0.226238149376074	0.0511837002331108	0.207558452408222	0.244752915547322	0.755528894480136	0.0725517120722541	0.000293103310331033	InUKBB	q1	England-Scotland	even	odd	pruneall
6	0.102231726118531	0.0104513258251743	0.0827975616467929	0.121588163960126	0.76598022030531	0.0725517120722541	0.00025950295029503	InUKBB	q1	England-Scotland	even	odd	pruneall
7	0.0611646611472521	0.00374111577325818	0.041614479900318	0.0806680237701355	0.769721336078569	0.0725517120722541	0.000246301630163016	InUKBB	q1	England-Scotland	even	odd	pruneall
8	-0.0200891730235379	0.000403574872769641	-0.039673621569008	-0.000489295681192969	0.770124910951338	0.0725517120722541	0.00023031303130313	InUKBB	q1	England-Scotland	even	odd	pruneall
9	-0.0416021210364046	0.00173073647472766	-0.061152327156727	-0.0220200062461208	0.771855647426066	0.0725517120722541	0.000222490249024903	InUKBB	q1	England-Scotland	even	odd	pruneall
10	0.0202344226618285	0.000409431860457517	0.000634604341308933	0.0398187007225167	0.772265079286523	0.0725517120722541	0.000218933893389339	InUKBB	q1	England-Scotland	even	odd	pruneall
11	-0.0314826047937796	0.000991154404601312	-0.0510511730948239	-0.0118898715707595	0.773256233691125	0.0725517120722541	0.000215836583658366	InUKBB	q1	England-Scotland	even	odd	pruneall
12	0.0203063237677181	0.000412346784959394	0.000706534970301779	0.0398905171299214	0.773668580476084	0.0725517120722541	0.000213668366836684	InUKBB	q1	England-Scotland	even	odd	pruneall
13	0.0100168241822738	0.000100336766698585	-0.00958512767233172	0.0296110806274628	0.773768917242783	0.0725517120722541	0.000212622262226223	InUKBB	q1	England-Scotland	even	odd	pruneall
14	-8.02983226178617e-06	6.4478206152422e-11	-0.0196080967483628	0.019592043253364	0.773768917307261	0.0725517120722541	0.000208007800780078	InUKBB	q1	England-Scotland	even	odd	pruneall
15	-0.00345519179923409	1.19383503694945e-05	-0.0230537005586254	0.0161459716404024	0.77378085565763	0.0725517120722541	0.000203662366236624	InUKBB	q1	England-Scotland	even	odd	pruneall
16	-0.00393591261902946	1.54914081446353e-05	-0.023534167097537	0.0156653658746335	0.773796347065775	0.0725517120722541	0.000202948294829483	InUKBB	q1	England-Scotland	even	odd	pruneall
17	0.00439633968476995	1.93278026238831e-05	-0.0152050405138874	0.0239943421288535	0.773815674868399	0.0725517120722541	0.000201165116511651	InUKBB	q1	England-Scotland	even	odd	pruneall
18	0.00404674637822475	1.63761562496751e-05	-0.0155545573571418	0.0236449409461022	0.773832051024649	0.0725517120722541	0.000198437843784378	InUKBB	q1	England-Scotland	even	odd	pruneall
19	0.0261427242584043	0.00068344203165096	0.0065460084259252	0.0457193676919348	0.7745154930563	0.0725517120722541	0.000196973697369737	InUKBB	q1	England-Scotland	even	odd	pruneall
20	-0.00889093388134491	7.90487052824468e-05	-0.0284860398228089	0.0107110026514492	0.774594541761582	0.0725517120722541	0.000195962596259626	InUKBB	q1	England-Scotland	even	odd	pruneall
21	0.00796856592149951	6.34980428452834e-05	-0.0116333210244717	0.0275643308037834	0.774658039804427	0.0725517120722541	0.000194418441844184	InUKBB	q1	England-Scotland	even	odd	pruneall
22	-0.00923845993225048	8.53491419197975e-05	-0.0288333089584876	0.0103634866326363	0.774743388946347	0.0725517120722541	0.000192449244924492	InUKBB	q1	England-Scotland	even	odd	pruneall
23	-0.00641997896524854	4.12161299142337e-05	-0.0260167752235493	0.0131817497232988	0.774784605076261	0.0725517120722541	0.000191825182518252	InUKBB	q1	England-Scotland	even	odd	pruneall
24	-0.00649696234604751	4.22105197259592e-05	-0.0260937095512777	0.0131047764303241	0.774826815595987	0.0725517120722541	0.000191354135413541	InUKBB	q1	England-Scotland	even	odd	pruneall
25	-0.0352949475194911	0.00124573332040363	-0.0548570683100786	-0.0157057424899649	0.776072548916391	0.0725517120722541	0.000190618061806181	InUKBB	q1	England-Scotland	even	odd	pruneall
26	-0.0216578781115431	0.000469063684294459	-0.0412404417141311	-0.00205868201154546	0.776541612600685	0.0725517120722541	0.00019002500250025	InUKBB	q1	England-Scotland	even	odd	pruneall
27	0.0177105695699904	0.000313664274493469	-0.00189015655916482	0.0372976924836766	0.776855276875179	0.0725517120722541	0.00018968896889689	InUKBB	q1	England-Scotland	even	odd	pruneall
28	-0.0243727037126698	0.000594028686265586	-0.0439517776561811	-0.00477491471929116	0.777449305561444	0.0725517120722541	0.000188950895089509	InUKBB	q1	England-Scotland	even	odd	pruneall
29	0.0145077653781855	0.000210475256268479	-0.00509375304900722	0.0340981394646622	0.777659780817713	0.0725517120722541	0.000188416841684168	InUKBB	q1	England-Scotland	even	odd	pruneall
30	-0.0423878308919336	0.00179672820772316	-0.0619364438207484	-0.022806708805034	0.779456509025436	0.0725517120722541	0.000187844784478448	InUKBB	q1	England-Scotland	even	odd	pruneall
31	0.0129845823284777	0.000168599378245014	-0.00661717173540286	0.0325763616881682	0.779625108403681	0.0725517120722541	0.000187483748374837	InUKBB	q1	England-Scotland	even	odd	pruneall
