q	pval	q_NoSign	pval_NoSign	nsnp	dataset	gwas	contrasts	L	phenotype	covar	pc
1.19288921753172	0.232912762604885	1.05015316331331	0.293647699393533	386	SDS	e5	Han	pruneall	PlateletCount	no-FGr	40
-1.35201338598375	0.176371033130939	-1.29258022831458	0.196156281515776	269	SDS	e5	Han	pruneall	AspartateAminotransferase	no-FGr	0
-0.785959000781775	0.431891506968417	-0.609843733251541	0.541965328181676	260	SDS	e5	Han	pruneall	AspartateAminotransferase	no-FGr	10
-1.44688888744263	0.147928045982734	-1.04909691478713	0.294133515938976	261	SDS	e5	Han	pruneall	AspartateAminotransferase	no-FGr	40
-0.958169059170531	0.337977516544622	-1.47060248757339	0.141398650831981	316	SDS	e5	Han	pruneall	EosinophillPercentage	no-FGr	0
-0.647949521469748	0.517017599504965	-1.09285119814273	0.274459138223364	312	SDS	e5	Han	pruneall	EosinophillPercentage	no-FGr	10
-0.551517247915129	0.581279146365886	-1.05372044277719	0.292010926696452	319	SDS	e5	Han	pruneall	EosinophillPercentage	no-FGr	40
0.824696340565312	0.409544009802428	-0.0455603384066892	0.963660681691341	278	SDS	e5	Han	pruneall	AlkalinePhosphatase	no-FGr	0
1.15619118911765	0.247602962963015	0.313238301602734	0.754099621072227	274	SDS	e5	Han	pruneall	AlkalinePhosphatase	no-FGr	10
0.795254491222996	0.426465480090199	-0.203530373239003	0.838720508055424	280	SDS	e5	Han	pruneall	AlkalinePhosphatase	no-FGr	40
-0.0851193429348396	0.932166512675524	0.39656122194701	0.691691053079873	155	SDS	e5	Han	pruneall	LDL	no-FGr	0
-0.250567414896326	0.802148577280292	0.217985567596958	0.827440356431629	156	SDS	e5	Han	pruneall	LDL	no-FGr	10
-0.208780083962955	0.83461991941765	0.300044951023276	0.764142868308155	157	SDS	e5	Han	pruneall	LDL	no-FGr	40
-1.60146488017353	0.109273992590073	-2.42846569254689	0.0151628595997599	278	SDS	e5	UK10K	pruneall	HDL	no-FGr	0
-0.60098786022513	0.547848072016074	-0.995727001678544	0.319382806874901	276	SDS	e5	UK10K	pruneall	HDL	no-FGr	10
-0.323433961367322	0.746366613033751	-0.499933097997849	0.617122185990345	277	SDS	e5	UK10K	pruneall	HDL	no-FGr	40
1.04556514593517	0.295761848285473	1.38503482767046	0.166041818170719	224	SDS	e5	UK10K	pruneall	SystolicBloodPressure	no-FGr	0
-0.186355508626886	0.85216598017447	0.0316574913219789	0.974745194891513	223	SDS	e5	UK10K	pruneall	SystolicBloodPressure	no-FGr	10
-0.357280992360026	0.72088145812285	-0.102062604497478	0.91870698325282	217	SDS	e5	UK10K	pruneall	SystolicBloodPressure	no-FGr	40
-0.504379631903241	0.613994628270245	0.429885647712029	0.66727882620062	322	SDS	e5	UK10K	pruneall	HbA1c	no-FGr	0
-1.05763565944846	0.290221578677211	-0.428986074653382	0.667933358747463	317	SDS	e5	UK10K	pruneall	HbA1c	no-FGr	10
-0.749620221682434	0.453483468261153	0.0175585883891388	0.985990993257376	316	SDS	e5	UK10K	pruneall	HbA1c	no-FGr	40
-2.93485265200319	0.00333706112707167	-2.43094026495754	0.0150596971928374	268	SDS	e5	UK10K	pruneall	TotalProtein	no-FGr	0
-2.92824549813386	0.00340880774603585	-2.40216262617205	0.0162984608669566	262	SDS	e5	UK10K	pruneall	TotalProtein	no-FGr	10
-2.91163908617611	0.00359537798612195	-2.39434665387379	0.0166500041115235	265	SDS	e5	UK10K	pruneall	TotalProtein	no-FGr	40
0.847344400916216	0.396803184925221	0.0683429524270319	0.945512632944687	131	SDS	e5	UK10K	pruneall	BasophillPercentage	no-FGr	0
0.198748522401635	0.842459465709421	-0.63767526743873	0.523685088566902	132	SDS	e5	UK10K	pruneall	BasophillPercentage	no-FGr	10
0.106118361104171	0.915488443346839	-0.866516593486156	0.38620693068114	132	SDS	e5	UK10K	pruneall	BasophillPercentage	no-FGr	40
1.6143821369938	0.106444563885208	0.776293286882766	0.437575835897148	422	SDS	e5	UK10K	pruneall	BodyWeight	no-FGr	0
0.907916697168668	0.36392223518132	0.135709734594405	0.892050751828769	405	SDS	e5	UK10K	pruneall	BodyWeight	no-FGr	10
1.67302320412509	0.0943227281327648	1.03383562843907	0.301213012436846	391	SDS	e5	UK10K	pruneall	BodyWeight	no-FGr	40
-0.934353902703367	0.350121367951543	-0.718035886257964	0.47273516004565	187	SDS	e5	UK10K	pruneall	Cholesterol	no-FGr	0
-0.729198859956405	0.465880028486879	-0.213652865277736	0.830817770587523	184	SDS	e5	UK10K	pruneall	Cholesterol	no-FGr	10
-0.575426937946623	0.565002590075114	0.180170861149023	0.857018433501051	192	SDS	e5	UK10K	pruneall	Cholesterol	no-FGr	40
-0.621815349577473	0.534063292004152	-0.785254157818148	0.432304567778521	253	SDS	e5	UK10K	pruneall	Triglycerides	no-FGr	0
-1.44479285172308	0.148516079544417	-2.05217279222511	0.0401528726543183	256	SDS	e5	UK10K	pruneall	Triglycerides	no-FGr	10
-1.04840603705564	0.294451573279939	-1.42363047440322	0.154553469385251	250	SDS	e5	UK10K	pruneall	Triglycerides	no-FGr	40
2.56321782530853	0.0103706961595706	2.52095435724939	0.011703703203056	395	SDS	e5	UK10K	pruneall	MeanCorpuscularVolume	no-FGr	0
1.42191768512062	0.155050148519045	1.21687213080466	0.223652870625627	317	SDS	e5	UK10K	pruneall	MeanCorpuscularVolume	no-FGr	10
1.49014348377581	0.136186512792718	1.28203960135841	0.199828754622004	314	SDS	e5	UK10K	pruneall	MeanCorpuscularVolume	no-FGr	40
0.65126697644963	0.514874161979953	-0.0478924306954608	0.961801971900147	146	SDS	e5	UK10K	pruneall	MeanCorpuscularHaemoglobinConcentration	no-FGr	0
-0.190363143583381	0.849024576704766	-1.11388839312152	0.265327069411053	142	SDS	e5	UK10K	pruneall	MeanCorpuscularHaemoglobinConcentration	no-FGr	10
-0.515279491566061	0.606357727924455	-1.45976960837292	0.144353403821971	144	SDS	e5	UK10K	pruneall	MeanCorpuscularHaemoglobinConcentration	no-FGr	40
-1.05953366740134	0.289356804773354	-1.41959085762527	0.155726828565385	138	SDS	e5	UK10K	pruneall	Glucose	no-FGr	0
-1.03427581053498	0.301007241924915	-1.38686823620588	0.165481945125581	140	SDS	e5	UK10K	pruneall	Glucose	no-FGr	10
-1.09026426418206	0.275596752052061	-1.41622338887088	0.156710110067317	137	SDS	e5	UK10K	pruneall	Glucose	no-FGr	40
3.0578222062538	0.00222951812680613	2.81474777183039	0.00488155308470788	808	SDS	e5	UK10K	pruneall	StandingHeight	no-FGr	0
4.12235943646557	3.75011444650058e-05	3.60609101079855	0.000310844155562079	650	SDS	e5	UK10K	pruneall	StandingHeight	no-FGr	10
3.86174204415258	0.000112581400640911	3.27542968993092	0.00105501372046781	639	SDS	e5	UK10K	pruneall	StandingHeight	no-FGr	40
-4.15668331157976	3.2290109912936e-05	-4.09719806614048	4.18181079095524e-05	269	SDS	e5	UK10K	pruneall	Educational	no-FGr	0
-1.21945294219111	0.222672326234738	-0.805393014902782	0.420592921311053	224	SDS	e5	UK10K	pruneall	Educational	no-FGr	10
-0.307115384671282	0.758755547945105	0.146989316247874	0.883140453121818	228	SDS	e5	UK10K	pruneall	Educational	no-FGr	40
1.39909018706491	0.161785939987243	1.59922154585748	0.109771384540037	402	SDS	e5	UK10K	pruneall	PlateletCount	no-FGr	0
0.115072776540367	0.90838743771104	-0.258163176553219	0.796280975693352	373	SDS	e5	UK10K	pruneall	PlateletCount	no-FGr	10
0.0534854602180058	0.957345115132296	-0.329961820649178	0.74142881066956	381	SDS	e5	UK10K	pruneall	PlateletCount	no-FGr	40
-0.776158054170957	0.437655669346932	0.472312164819125	0.636703988641098	264	SDS	e5	UK10K	pruneall	AspartateAminotransferase	no-FGr	0
-1.95571732327642	0.0504984628840407	-1.31882399734845	0.187227959611218	258	SDS	e5	UK10K	pruneall	AspartateAminotransferase	no-FGr	10
-1.97380225316759	0.0484042325545059	-1.31571844038423	0.188268562542341	259	SDS	e5	UK10K	pruneall	AspartateAminotransferase	no-FGr	40
1.27563071464641	0.202086091238662	2.12492938977229	0.0335925051954802	323	SDS	e5	UK10K	pruneall	EosinophillPercentage	no-FGr	0
-0.043872251055534	0.965006234445818	0.396839929792215	0.691485503544167	314	SDS	e5	UK10K	pruneall	EosinophillPercentage	no-FGr	10
0.044921583273718	0.964169813243619	0.574044366813935	0.56593777869669	319	SDS	e5	UK10K	pruneall	EosinophillPercentage	no-FGr	40
1.31633090384206	0.188063002643516	1.48741915302709	0.136904141415429	294	SDS	e5	UK10K	pruneall	AlkalinePhosphatase	no-FGr	0
0.235070569986685	0.814153960471643	0.24316618812008	0.807876658805057	295	SDS	e5	UK10K	pruneall	AlkalinePhosphatase	no-FGr	10
0.422752486498145	0.672475856900705	0.468736877757527	0.639257723759973	298	SDS	e5	UK10K	pruneall	AlkalinePhosphatase	no-FGr	40
-0.190387049725542	0.849005844902623	0.772062721351331	0.440077280077044	173	SDS	e5	UK10K	pruneall	LDL	no-FGr	0
-0.0827771366488647	0.934028749035044	1.08966347244761	0.275861412155939	169	SDS	e5	UK10K	pruneall	LDL	no-FGr	10
-0.104275444432577	0.916950764168386	1.00739637363615	0.313744333300734	168	SDS	e5	UK10K	pruneall	LDL	no-FGr	40
-1.59605538117278	0.110476429251617	-2.06795409052454	0.0386443403350416	275	SDS	e10	Han	pruneall	HDL	no-FGr	0
-1.64665116013029	0.0996297683263522	-1.9958762628935	0.0459473930443256	277	SDS	e10	Han	pruneall	HDL	no-FGr	10
-1.54073813495593	0.123380531522747	-1.87299180576559	0.0610695165359023	268	SDS	e10	Han	pruneall	HDL	no-FGr	40
-1.05989939173798	0.289190372417197	-0.230527349753932	0.817682013677506	240	SDS	e10	Han	pruneall	SystolicBloodPressure	no-FGr	0
-0.744868240153567	0.456351376583576	0.12344535995046	0.901754439681951	233	SDS	e10	Han	pruneall	SystolicBloodPressure	no-FGr	10
-0.719080937476365	0.472091051857682	0.361389538682535	0.717808267258166	228	SDS	e10	Han	pruneall	SystolicBloodPressure	no-FGr	40
-0.577975355905495	0.563280757595756	-0.770129426584688	0.441223122018651	316	SDS	e10	Han	pruneall	HbA1c	no-FGr	0
-0.0443551879880315	0.964621281272895	-0.26256893029937	0.792882850014245	319	SDS	e10	Han	pruneall	HbA1c	no-FGr	10
-0.0121477817537752	0.990307710870838	-0.353362742552867	0.723816513585287	315	SDS	e10	Han	pruneall	HbA1c	no-FGr	40
-1.37536717435828	0.169017640377351	-0.863927302960596	0.387627827133802	248	SDS	e10	Han	pruneall	TotalProtein	no-FGr	0
-1.37594359351045	0.168839097303387	-0.864102865676978	0.387531384925482	244	SDS	e10	Han	pruneall	TotalProtein	no-FGr	10
-1.31276184924115	0.189263209219667	-0.7521694406834	0.451949168579265	240	SDS	e10	Han	pruneall	TotalProtein	no-FGr	40
-1.43402406038344	0.151565396861558	-1.19577278696966	0.231785238198591	133	SDS	e10	Han	pruneall	BasophillPercentage	no-FGr	0
-0.896341296904876	0.370070509376468	-0.744947678654932	0.456303350327266	125	SDS	e10	Han	pruneall	BasophillPercentage	no-FGr	10
-1.03547346627009	0.300447851723699	-0.981186267809965	0.326500894724718	128	SDS	e10	Han	pruneall	BasophillPercentage	no-FGr	40
-0.045500292567924	0.963708541706172	-0.0515882070867074	0.958856816209701	386	SDS	e10	Han	pruneall	BodyWeight	no-FGr	0
0.14192087380591	0.887142506291372	-0.151219279859247	0.879802742053851	377	SDS	e10	Han	pruneall	BodyWeight	no-FGr	10
0.146875884551414	0.883229986806064	-0.0813028340915425	0.935201120174919	369	SDS	e10	Han	pruneall	BodyWeight	no-FGr	40
0.673194071052939	0.500823832654789	0.707577170995977	0.479207873811991	207	SDS	e10	Han	pruneall	Cholesterol	no-FGr	0
1.23976395784788	0.215062712914115	1.24789310269423	0.212070206863104	202	SDS	e10	Han	pruneall	Cholesterol	no-FGr	10
1.0681249055417	0.285464172755444	0.961322017761166	0.336390280586227	202	SDS	e10	Han	pruneall	Cholesterol	no-FGr	40
2.05400080381182	0.0399756139121391	1.73045507765126	0.0835490006663336	239	SDS	e10	Han	pruneall	Triglycerides	no-FGr	0
1.65794197128901	0.0973291795275356	0.918436053554156	0.358390622702283	239	SDS	e10	Han	pruneall	Triglycerides	no-FGr	10
1.50893032802939	0.131316588486819	0.735887556342645	0.461799130729607	239	SDS	e10	Han	pruneall	Triglycerides	no-FGr	40
-0.771511382832145	0.440403878061177	-1.13354609196644	0.25698499665643	448	SDS	e10	Han	pruneall	MeanCorpuscularVolume	no-FGr	0
-0.199382163177363	0.841963812097348	-0.513503070606991	0.607599463425386	332	SDS	e10	Han	pruneall	MeanCorpuscularVolume	no-FGr	10
-0.147728949169384	0.882556684167039	-0.39982493155314	0.689285466256613	332	SDS	e10	Han	pruneall	MeanCorpuscularVolume	no-FGr	40
0.273678377818251	0.784331795573261	-0.335912178795687	0.736937092819959	134	SDS	e10	Han	pruneall	MeanCorpuscularHaemoglobinConcentration	no-FGr	0
0.0353879561860271	0.971770388269218	-0.402214971543961	0.68752582484443	132	SDS	e10	Han	pruneall	MeanCorpuscularHaemoglobinConcentration	no-FGr	10
0.409664292116339	0.68205222747997	0.0396993075591956	0.968332853730944	131	SDS	e10	Han	pruneall	MeanCorpuscularHaemoglobinConcentration	no-FGr	40
-0.287597661012016	0.773654735513749	0.791069744010526	0.428903293766193	130	SDS	e10	Han	pruneall	Glucose	no-FGr	0
-0.338101996666254	0.735286325936322	0.515010291219485	0.606545828613742	131	SDS	e10	Han	pruneall	Glucose	no-FGr	10
-0.413483335948952	0.679252528998832	0.383459372905485	0.70137918802527	129	SDS	e10	Han	pruneall	Glucose	no-FGr	40
0.873167437613767	0.382571820521166	0.873387165490687	0.382452084214331	830	SDS	e10	Han	pruneall	StandingHeight	no-FGr	0
1.21355860749919	0.224916321459895	1.46144639807418	0.143892975466925	648	SDS	e10	Han	pruneall	StandingHeight	no-FGr	10
0.731025638617202	0.464763492799709	0.833985001966702	0.404289435448801	649	SDS	e10	Han	pruneall	StandingHeight	no-FGr	40
0.255574057734175	0.798279752180129	0.742637403177611	0.457701237099302	301	SDS	e10	Han	pruneall	Educational	no-FGr	0
-0.463945901832335	0.64268650503939	0.247251653194982	0.804713472456925	215	SDS	e10	Han	pruneall	Educational	no-FGr	10
-0.55573566978933	0.578391568333085	-0.175248603262851	0.860884295331332	206	SDS	e10	Han	pruneall	Educational	no-FGr	40
1.03083808463611	0.302616755380472	1.31490592501898	0.188541521221015	406	SDS	e10	Han	pruneall	PlateletCount	no-FGr	0
1.1734624715517	0.240610397855363	1.4009652614848	0.16122446142059	393	SDS	e10	Han	pruneall	PlateletCount	no-FGr	10
1.22913314518946	0.219021889773783	1.30971520455858	0.190292198016474	388	SDS	e10	Han	pruneall	PlateletCount	no-FGr	40
-1.1594759019777	0.246262253693468	-0.219524015088415	0.826241874726957	255	SDS	e10	Han	pruneall	AspartateAminotransferase	no-FGr	0
-0.930888540077334	0.351911223096635	0.0624092977159383	0.9502368908886	243	SDS	e10	Han	pruneall	AspartateAminotransferase	no-FGr	10
-0.806293544176831	0.420073612035328	0.334769556319081	0.737798927243281	241	SDS	e10	Han	pruneall	AspartateAminotransferase	no-FGr	40
1.1324219564723	0.257457078247132	1.20761608730176	0.227194968329474	326	SDS	e10	Han	pruneall	EosinophillPercentage	no-FGr	0
0.901921501921861	0.367098568363054	0.697139375734389	0.485715574217279	319	SDS	e10	Han	pruneall	EosinophillPercentage	no-FGr	10
0.906236040292254	0.364810930853577	0.906614363403163	0.364610763468026	317	SDS	e10	Han	pruneall	EosinophillPercentage	no-FGr	40
-0.174161973002829	0.861738169904257	-0.257700811927038	0.796637819438096	275	SDS	e10	Han	pruneall	AlkalinePhosphatase	no-FGr	0
0.758117821025539	0.448380451986799	-0.297722932739379	0.76591463892462	256	SDS	e10	Han	pruneall	AlkalinePhosphatase	no-FGr	10
0.686915841167536	0.492135763788818	-0.408971790763603	0.682560363004548	261	SDS	e10	Han	pruneall	AlkalinePhosphatase	no-FGr	40
-0.497275947979774	0.618994470443098	0.203068619510167	0.839081398700681	176	SDS	e10	Han	pruneall	LDL	no-FGr	0
-0.234425198043759	0.814654898377364	0.820582717842025	0.41188399499966	176	SDS	e10	Han	pruneall	LDL	no-FGr	10
-0.285975703874862	0.77489673028749	0.7527338122506	0.45160988721094	177	SDS	e10	Han	pruneall	LDL	no-FGr	40
-3.29205211080889	0.000994591807333546	-3.78226257486372	0.000155409300667854	278	SDS	e10	UK10K	pruneall	HDL	no-FGr	0
-2.5630485408378	0.0103757541201549	-2.97409744202243	0.00293851744020357	281	SDS	e10	UK10K	pruneall	HDL	no-FGr	10
-2.59120865963468	0.00956394831449336	-3.00074279205208	0.0026932195105505	271	SDS	e10	UK10K	pruneall	HDL	no-FGr	40
3.20749790627946	0.00133895035162377	2.89372094773944	0.00380706337076984	250	SDS	e10	UK10K	pruneall	SystolicBloodPressure	no-FGr	0
0.926195237124355	0.354344527305329	0.446510339506496	0.655228645572955	242	SDS	e10	UK10K	pruneall	SystolicBloodPressure	no-FGr	10
1.10323766109265	0.269923970323088	0.637879795132798	0.52355193115903	233	SDS	e10	UK10K	pruneall	SystolicBloodPressure	no-FGr	40
-1.98958947710041	0.0466361762775664	-1.97372209855193	0.0484133509836828	319	SDS	e10	UK10K	pruneall	HbA1c	no-FGr	0
-1.60483788106809	0.108529487032203	-1.42369299553301	0.154535362235829	319	SDS	e10	UK10K	pruneall	HbA1c	no-FGr	10
-1.4877665598827	0.136812467398741	-1.4000971123852	0.161484239661736	312	SDS	e10	UK10K	pruneall	HbA1c	no-FGr	40
-2.92226247787462	0.00347498555874128	-2.19255701095821	0.0283393112920548	259	SDS	e10	UK10K	pruneall	TotalProtein	no-FGr	0
-2.68084741502362	0.00734359922998992	-1.91319121159558	0.0557235781931934	251	SDS	e10	UK10K	pruneall	TotalProtein	no-FGr	10
-2.87916626232905	0.00398728065512952	-2.2042382091882	0.0275075959441158	254	SDS	e10	UK10K	pruneall	TotalProtein	no-FGr	40
3.30118399776497	0.000962777208590517	2.63478296261724	0.00841910973232478	134	SDS	e10	UK10K	pruneall	BasophillPercentage	no-FGr	0
1.84331097198736	0.0652836200934383	0.886492328828294	0.375352286069642	129	SDS	e10	UK10K	pruneall	BasophillPercentage	no-FGr	10
1.70092736548687	0.0889566272337966	0.958109979192201	0.338007303932224	129	SDS	e10	UK10K	pruneall	BasophillPercentage	no-FGr	40
5.30497047410988	1.12691235004278e-07	5.39921711061437	6.69323343223946e-08	409	SDS	e10	UK10K	pruneall	BodyWeight	no-FGr	0
2.55309438700896	0.0106770557756682	2.42888791460492	0.0151452136804668	393	SDS	e10	UK10K	pruneall	BodyWeight	no-FGr	10
2.60384845152202	0.009218350812424	2.6307547878927	0.00851954820347995	386	SDS	e10	UK10K	pruneall	BodyWeight	no-FGr	40
-1.08019786233929	0.28005408010733	-0.857071164802187	0.391405556021905	201	SDS	e10	UK10K	pruneall	Cholesterol	no-FGr	0
-0.939474950851921	0.347486947206043	-0.65704019923507	0.511155068832898	203	SDS	e10	UK10K	pruneall	Cholesterol	no-FGr	10
-0.99326014063733	0.320583196776433	-0.76976376299132	0.441440038745488	199	SDS	e10	UK10K	pruneall	Cholesterol	no-FGr	40
-0.930678708285237	0.352019786654618	-1.68985796877451	0.0910551304083862	251	SDS	e10	UK10K	pruneall	Triglycerides	no-FGr	0
-1.12888430820117	0.258946641139178	-1.95409081831874	0.0506904777487427	249	SDS	e10	UK10K	pruneall	Triglycerides	no-FGr	10
-1.30136209130733	0.193134543052953	-2.24464518168014	0.0247909197947763	246	SDS	e10	UK10K	pruneall	Triglycerides	no-FGr	40
2.69977757201408	0.00693858481343853	2.67680382235403	0.00743281415601875	479	SDS	e10	UK10K	pruneall	MeanCorpuscularVolume	no-FGr	0
1.01585398245895	0.309698925120566	0.194128755694639	0.846075066119828	335	SDS	e10	UK10K	pruneall	MeanCorpuscularVolume	no-FGr	10
0.837393414718868	0.402371466112044	0.0444188957187621	0.964570499907762	337	SDS	e10	UK10K	pruneall	MeanCorpuscularVolume	no-FGr	40
1.43447208581972	0.151437589403586	0.836721498610013	0.402749131861436	128	SDS	e10	UK10K	pruneall	MeanCorpuscularHaemoglobinConcentration	no-FGr	0
0.617820913486786	0.536693396020482	-0.114152634825167	0.909116798320461	130	SDS	e10	UK10K	pruneall	MeanCorpuscularHaemoglobinConcentration	no-FGr	10
0.474310751797779	0.63527832549648	-0.321745238239588	0.74764570345073	128	SDS	e10	UK10K	pruneall	MeanCorpuscularHaemoglobinConcentration	no-FGr	40
-0.513634620613356	0.607507469805728	-0.226723706738	0.820638591787994	137	SDS	e10	UK10K	pruneall	Glucose	no-FGr	0
-0.487473622005398	0.62592273149865	-0.300966205317789	0.763440264669235	139	SDS	e10	UK10K	pruneall	Glucose	no-FGr	10
-0.420823676350688	0.673883841382181	-0.119325743945635	0.905017288488551	136	SDS	e10	UK10K	pruneall	Glucose	no-FGr	40
5.65276853258107	1.57883860081799e-08	5.85914680190957	4.652512823329e-09	841	SDS	e10	UK10K	pruneall	StandingHeight	no-FGr	0
3.64147463983832	0.000271080832535327	3.06067406715068	0.00220839351270763	634	SDS	e10	UK10K	pruneall	StandingHeight	no-FGr	10
3.50608588026834	0.000454748467128284	3.02175099494432	0.00251317189888694	630	SDS	e10	UK10K	pruneall	StandingHeight	no-FGr	40
-5.9664568387527	2.42460835778531e-09	-6.21874579375845	5.01144438779199e-10	315	SDS	e10	UK10K	pruneall	Educational	no-FGr	0
0.826811624374219	0.408343840346178	0.783597311134413	0.433276434059157	229	SDS	e10	UK10K	pruneall	Educational	no-FGr	10
1.00661166117637	0.314121428419329	0.99619602237806	0.319154911672782	233	SDS	e10	UK10K	pruneall	Educational	no-FGr	40
0.683197081804631	0.494482316387752	1.02937626307087	0.303302898916782	408	SDS	e10	UK10K	pruneall	PlateletCount	no-FGr	0
-0.668379789333777	0.503891193160816	-0.638081934808352	0.523420345534622	395	SDS	e10	UK10K	pruneall	PlateletCount	no-FGr	10
-0.606275829981076	0.544331605735772	-0.612631474592209	0.540120041860744	389	SDS	e10	UK10K	pruneall	PlateletCount	no-FGr	40
