#FID	IID
5238507	5238507
1271419	1271419
5918795	5918795
4059469	4059469
1992053	1992053
3456887	3456887
4634649	4634649
5850815	5850815
3773951	3773951
3980902	3980902
4447390	4447390
1917174	1917174
4827969	4827969
1128248	1128248
3016026	3016026
1035954	1035954
2301543	2301543
1688786	1688786
1025639	1025639
5084601	5084601
2483703	2483703
3181403	3181403
5587933	5587933
3660620	3660620
3750146	3750146
2752429	2752429
2199507	2199507
3293519	3293519
2118491	2118491
4796014	4796014
3173051	3173051
4699678	4699678
1218057	1218057
5700054	5700054
1225151	1225151
5262914	5262914
4546534	4546534
3322275	3322275
5766630	5766630
3314972	3314972
1937803	1937803
3467016	3467016
5407778	5407778
3771188	3771188
2830300	2830300
4803276	4803276
2270029	2270029
4256047	4256047
5694979	5694979
4290393	4290393
2107543	2107543
4502163	4502163
4610172	4610172
5473178	5473178
2669296	2669296
2749974	2749974
4868682	4868682
4100492	4100492
4348101	4348101
3727093	3727093
3785319	3785319
1391989	1391989
5968704	5968704
4639690	4639690
3377448	3377448
1474138	1474138
2452760	2452760
3472980	3472980
3666711	3666711
1859269	1859269
5504861	5504861
4369746	4369746
4730687	4730687
1788481	1788481
4535897	4535897
1078282	1078282
1959659	1959659
3545311	3545311
1439406	1439406
1999756	1999756
5802676	5802676
4709206	4709206
1466966	1466966
1690675	1690675
5352598	5352598
3009608	3009608
4069960	4069960
1161459	1161459
2729624	2729624
4852777	4852777
1535258	1535258
3948826	3948826
1974796	1974796
1952412	1952412
3876691	3876691
4429977	4429977
1545458	1545458
3049062	3049062
1941924	1941924
1517752	1517752
2880426	2880426
5199248	5199248
3995223	3995223
5514192	5514192
2224789	2224789
1293910	1293910
4045930	4045930
4472163	4472163
1218765	1218765
4337057	4337057
5436258	5436258
3134402	3134402
3376226	3376226
5213692	5213692
5633071	5633071
2339053	2339053
4372803	4372803
2194450	2194450
3452379	3452379
3053326	3053326
3847687	3847687
2942331	2942331
5076824	5076824
1749393	1749393
2137434	2137434
2383071	2383071
1542071	1542071
5853181	5853181
4860577	4860577
4403730	4403730
2422467	2422467
5134816	5134816
1627613	1627613
3477386	3477386
1320100	1320100
1372998	1372998
3171208	3171208
5679455	5679455
3125034	3125034
2955918	2955918
1942970	1942970
2623437	2623437
4725487	4725487
2047428	2047428
4311887	4311887
1329827	1329827
1211026	1211026
5522804	5522804
3706897	3706897
4340970	4340970
1294992	1294992
5633851	5633851
4390708	4390708
4433166	4433166
5479251	5479251
4762646	4762646
1988266	1988266
4206023	4206023
1384799	1384799
1730396	1730396
2383938	2383938
5454288	5454288
2559867	2559867
4306223	4306223
5732009	5732009
4595168	4595168
5817322	5817322
1307754	1307754
2043215	2043215
4720457	4720457
4904494	4904494
5934019	5934019
4454965	4454965
3583639	3583639
4414182	4414182
1069107	1069107
2825701	2825701
5083336	5083336
4832366	4832366
5194481	5194481
1828343	1828343
2900718	2900718
4031912	4031912
4866871	4866871
4166409	4166409
1297524	1297524
5873032	5873032
1081299	1081299
1632615	1632615
2392838	2392838
2937902	2937902
1027883	1027883
4320548	4320548
4439022	4439022
4900522	4900522
1596287	1596287
1672270	1672270
1729844	1729844
3156144	3156144
4305146	4305146
1410721	1410721
2155991	2155991
5182840	5182840
2317464	2317464
3591265	3591265
3254082	3254082
1455087	1455087
5817651	5817651
4082983	4082983
5415483	5415483
3544264	3544264
5134650	5134650
2975935	2975935
2174933	2174933
2550947	2550947
3603730	3603730
4486191	4486191
4409698	4409698
2106926	2106926
4470632	4470632
3996103	3996103
5623332	5623332
4425999	4425999
4092879	4092879
1161638	1161638
1723052	1723052
1229445	1229445
1951961	1951961
5877861	5877861
5214825	5214825
4001354	4001354
4170777	4170777
5860374	5860374
2382281	2382281
5865908	5865908
2942097	2942097
3917536	3917536
4367151	4367151
5250059	5250059
4957831	4957831
5275542	5275542
1340941	1340941
1040823	1040823
4179859	4179859
5152691	5152691
5760081	5760081
5435949	5435949
3791116	3791116
2326473	2326473
2945915	2945915
2013125	2013125
5112883	5112883
1680529	1680529
3720819	3720819
2178219	2178219
2493504	2493504
4026843	4026843
1073711	1073711
4626983	4626983
5895172	5895172
1050879	1050879
2279134	2279134
4620736	4620736
4511275	4511275
3308627	3308627
5567230	5567230
4879574	4879574
1627675	1627675
3819420	3819420
1689255	1689255
5293905	5293905
2760934	2760934
4208328	4208328
5325487	5325487
5476600	5476600
5676365	5676365
2380332	2380332
3493889	3493889
4908970	4908970
3495319	3495319
2036202	2036202
3835693	3835693
5623445	5623445
3407563	3407563
4550168	4550168
2193499	2193499
1810473	1810473
1442996	1442996
2208895	2208895
1170066	1170066
1263518	1263518
4574314	4574314
2979571	2979571
4321989	4321989
4946504	4946504
2954722	2954722
5125740	5125740
4138540	4138540
4610307	4610307
1323266	1323266
4554882	4554882
4263918	4263918
4424387	4424387
5771435	5771435
1224412	1224412
4987906	4987906
4458048	4458048
1948170	1948170
3314639	3314639
5295857	5295857
5704397	5704397
2530870	2530870
4092454	4092454
1739267	1739267
2850530	2850530
1357995	1357995
3285405	3285405
1271843	1271843
5933070	5933070
1451510	1451510
4499207	4499207
1375912	1375912
2701372	2701372
1488771	1488771
5427792	5427792
2086125	2086125
3472005	3472005
5317802	5317802
2644024	2644024
1866446	1866446
5954253	5954253
5668286	5668286
3236697	3236697
2451380	2451380
5525685	5525685
1380101	1380101
1265445	1265445
4699022	4699022
3357003	3357003
5045178	5045178
5811759	5811759
5747505	5747505
4867364	4867364
5947321	5947321
3392819	3392819
5013038	5013038
3123084	3123084
2709633	2709633
2586196	2586196
4634300	4634300
3240272	3240272
5122653	5122653
5654952	5654952
5604135	5604135
4651144	4651144
3570355	3570355
5118498	5118498
5135021	5135021
1572302	1572302
2974704	2974704
1251856	1251856
3539877	3539877
5071706	5071706
5445456	5445456
3990551	3990551
2841150	2841150
3478389	3478389
3066760	3066760
4647288	4647288
2695292	2695292
2832177	2832177
5962417	5962417
2795975	2795975
4223670	4223670
1994519	1994519
1037693	1037693
5265089	5265089
5587655	5587655
1332164	1332164
4847308	4847308
3767849	3767849
1438599	1438599
3636779	3636779
1081562	1081562
4971691	4971691
4738528	4738528
2458171	2458171
4802665	4802665
3347373	3347373
1325803	1325803
4250824	4250824
4490781	4490781
2576661	2576661
1951265	1951265
5870676	5870676
5593166	5593166
3937875	3937875
4585254	4585254
5331443	5331443
4904783	4904783
2604660	2604660
1452949	1452949
4019079	4019079
5626462	5626462
5466777	5466777
3267822	3267822
2339733	2339733
3476706	3476706
5483615	5483615
1060381	1060381
3719682	3719682
3042170	3042170
5733862	5733862
3071318	3071318
2036768	2036768
4539743	4539743
4188147	4188147
1049782	1049782
2016281	2016281
5832279	5832279
3562747	3562747
5460044	5460044
5674451	5674451
3506866	3506866
2601989	2601989
5666231	5666231
4663383	4663383
5089277	5089277
5901824	5901824
3163173	3163173
3401183	3401183
1348057	1348057
1016000	1016000
5637643	5637643
1492552	1492552
2987056	2987056
5349442	5349442
3807994	3807994
3018089	3018089
5986711	5986711
4345424	4345424
3194905	3194905
4926178	4926178
3901389	3901389
2800756	2800756
2017886	2017886
4934016	4934016
1789195	1789195
1049111	1049111
4081799	4081799
2627846	2627846
5790119	5790119
4216612	4216612
2866629	2866629
4294276	4294276
2108665	2108665
4957070	4957070
2067511	2067511
1816216	1816216
1386897	1386897
4234844	4234844
4375625	4375625
4473923	4473923
4877695	4877695
4898293	4898293
2981553	2981553
4183987	4183987
3146785	3146785
2363382	2363382
3868460	3868460
4225302	4225302
5743293	5743293
1188660	1188660
2891444	2891444
2529460	2529460
5943105	5943105
1391126	1391126
1204757	1204757
3049637	3049637
5155090	5155090
1478376	1478376
2721738	2721738
4455017	4455017
3042601	3042601
1465632	1465632
5923795	5923795
2894287	2894287
4578305	4578305
3050942	3050942
1637123	1637123
2576171	2576171
1139895	1139895
2977793	2977793
1636605	1636605
3142128	3142128
1752333	1752333
3765306	3765306
2782751	2782751
3962108	3962108
4597088	4597088
5453632	5453632
2680940	2680940
2580583	2580583
3055078	3055078
5141295	5141295
3689186	3689186
1628538	1628538
1483726	1483726
3660062	3660062
2453189	2453189
1187662	1187662
5759617	5759617
3824826	3824826
1316743	1316743
4683807	4683807
1985085	1985085
4633153	4633153
5538135	5538135
3055495	3055495
3017501	3017501
2655937	2655937
5356654	5356654
3397103	3397103
3637638	3637638
5299024	5299024
5043439	5043439
5599970	5599970
3193536	3193536
5969024	5969024
5589238	5589238
4924122	4924122
2656465	2656465
4654395	4654395
3197360	3197360
4111514	4111514
4040358	4040358
5699460	5699460
1838687	1838687
2151217	2151217
3716783	3716783
4757191	4757191
5736506	5736506
5362756	5362756
1191670	1191670
3230535	3230535
3802673	3802673
4460698	4460698
1582260	1582260
3890695	3890695
1147652	1147652
3315411	3315411
5109401	5109401
2468304	2468304
3951945	3951945
4216107	4216107
2705995	2705995
2461387	2461387
2502360	2502360
4285196	4285196
4813564	4813564
3062703	3062703
1881695	1881695
2301504	2301504
4915331	4915331
3521917	3521917
2146555	2146555
5470215	5470215
5769058	5769058
1907489	1907489
4082871	4082871
2484027	2484027
4179597	4179597
3548956	3548956
2499783	2499783
3036692	3036692
3677466	3677466
1086175	1086175
6018461	6018461
3752482	3752482
1794673	1794673
2213939	2213939
2755013	2755013
3774152	3774152
3540582	3540582
5234205	5234205
2385523	2385523
3059319	3059319
1315163	1315163
1487000	1487000
1262425	1262425
3119537	3119537
3879296	3879296
2068024	2068024
2708415	2708415
2868751	2868751
4768281	4768281
5096931	5096931
4498618	4498618
5169231	5169231
5531638	5531638
5216102	5216102
5884759	5884759
2171963	2171963
4678375	4678375
4965210	4965210
2989421	2989421
2785670	2785670
5311981	5311981
5724541	5724541
2317654	2317654
1944373	1944373
2168259	2168259
1825797	1825797
1878968	1878968
4300778	4300778
5493324	5493324
1112215	1112215
3784686	3784686
2945646	2945646
5949957	5949957
3642159	3642159
2802587	2802587
1889785	1889785
2354152	2354152
5805162	5805162
1345322	1345322
4133692	4133692
3748087	3748087
5189655	5189655
4968516	4968516
5238214	5238214
4085208	4085208
5607457	5607457
5654578	5654578
4877497	4877497
5283783	5283783
2315380	2315380
4197285	4197285
1866974	1866974
4167297	4167297
2533354	2533354
3214334	3214334
2287375	2287375
1210867	1210867
4042893	4042893
5415095	5415095
4593499	4593499
4426062	4426062
3081953	3081953
3998065	3998065
4800267	4800267
5201866	5201866
5293933	5293933
4516751	4516751
3449999	3449999
4747552	4747552
4047307	4047307
4863930	4863930
5578313	5578313
5955814	5955814
1840752	1840752
4786422	4786422
3626086	3626086
5435678	5435678
4923540	4923540
3911319	3911319
5416027	5416027
3885789	3885789
2566424	2566424
5190072	5190072
4970953	4970953
2609969	2609969
3900309	3900309
1039516	1039516
3410002	3410002
1332196	1332196
5438001	5438001
5936676	5936676
5264104	5264104
4141921	4141921
3452494	3452494
3287750	3287750
1949031	1949031
2914165	2914165
3133925	3133925
4471112	4471112
5303053	5303053
4678926	4678926
2055977	2055977
1390475	1390475
5739633	5739633
2775798	2775798
5740573	5740573
1584415	1584415
3327870	3327870
2603739	2603739
3174842	3174842
4049983	4049983
1125081	1125081
1222470	1222470
3901145	3901145
1795958	1795958
3621595	3621595
1862741	1862741
5787348	5787348
2908414	2908414
3809414	3809414
2819897	2819897
1919360	1919360
4393576	4393576
5092502	5092502
5065399	5065399
4399597	4399597
4366446	4366446
2911907	2911907
2291122	2291122
3266383	3266383
2431314	2431314
3605159	3605159
5075553	5075553
1173100	1173100
5898730	5898730
2367263	2367263
4503533	4503533
4103450	4103450
4355907	4355907
4325797	4325797
2629504	2629504
5280090	5280090
4066032	4066032
4935002	4935002
4749866	4749866
2874192	2874192
4441322	4441322
1407583	1407583
4045196	4045196
3623466	3623466
1084409	1084409
4450084	4450084
2337216	2337216
4492426	4492426
4058245	4058245
1214517	1214517
3117824	3117824
3087343	3087343
2072786	2072786
3028731	3028731
3898054	3898054
1635043	1635043
2421297	2421297
3501595	3501595
1117048	1117048
3352199	3352199
3546782	3546782
3160044	3160044
1577997	1577997
3036324	3036324
5542200	5542200
5927155	5927155
1725029	1725029
5873995	5873995
4394844	4394844
4962549	4962549
1480170	1480170
2650325	2650325
5470077	5470077
2949126	2949126
1989661	1989661
4744887	4744887
1245591	1245591
5131046	5131046
4109017	4109017
1578404	1578404
5081886	5081886
1660378	1660378
4653088	4653088
5929960	5929960
4977026	4977026
1626779	1626779
2880620	2880620
2797571	2797571
5166867	5166867
1019401	1019401
2259940	2259940
5053139	5053139
1759145	1759145
3770405	3770405
3322505	3322505
2641401	2641401
5852703	5852703
1620701	1620701
4492740	4492740
2854057	2854057
4058280	4058280
5269704	5269704
3665468	3665468
3001942	3001942
3133008	3133008
3281190	3281190
5701669	5701669
3384660	3384660
2623564	2623564
3012905	3012905
1313133	1313133
4531509	4531509
3785990	3785990
1789565	1789565
1843996	1843996
1863234	1863234
5753396	5753396
1006568	1006568
4919250	4919250
5675492	5675492
1720143	1720143
3315574	3315574
1914521	1914521
2825834	2825834
5189876	5189876
5657297	5657297
1605368	1605368
4612441	4612441
2737709	2737709
5471924	5471924
3789836	3789836
5837486	5837486
5415169	5415169
1806303	1806303
4768213	4768213
2236213	2236213
5006864	5006864
2474762	2474762
2411432	2411432
4661805	4661805
2267680	2267680
4803349	4803349
6021098	6021098
3197155	3197155
5759691	5759691
2537695	2537695
4464537	4464537
4218411	4218411
4735877	4735877
3675319	3675319
4091854	4091854
2931505	2931505
3506008	3506008
5125229	5125229
4443167	4443167
4054462	4054462
1865696	1865696
2822327	2822327
2476454	2476454
3395584	3395584
2608941	2608941
1698975	1698975
3968058	3968058
4628567	4628567
5672875	5672875
4971102	4971102
3495134	3495134
5520982	5520982
5416476	5416476
2529136	2529136
5840684	5840684
3941369	3941369
3770186	3770186
5339104	5339104
3734155	3734155
5722179	5722179
6015325	6015325
1683568	1683568
1694082	1694082
1823023	1823023
4334000	4334000
3106935	3106935
4591319	4591319
5516013	5516013
4015880	4015880
2155802	2155802
4809791	4809791
3891928	3891928
1463526	1463526
3420412	3420412
2894735	2894735
3607098	3607098
3830796	3830796
3034641	3034641
4374568	4374568
5826698	5826698
3058244	3058244
1487883	1487883
1180740	1180740
4687848	4687848
1108664	1108664
5706328	5706328
4698524	4698524
4643425	4643425
4502561	4502561
1423370	1423370
1533029	1533029
5361205	5361205
1035410	1035410
3703802	3703802
5631666	5631666
4715164	4715164
1933772	1933772
3301691	3301691
3173796	3173796
2548649	2548649
5544822	5544822
1548202	1548202
3702470	3702470
2306750	2306750
1376658	1376658
3631087	3631087
1240874	1240874
1491915	1491915
1613142	1613142
4293094	4293094
5039503	5039503
4491953	4491953
3130560	3130560
4378579	4378579
4678618	4678618
1507430	1507430
5337075	5337075
1348294	1348294
2231049	2231049
2935460	2935460
5040353	5040353
2591768	2591768
4510000	4510000
5179131	5179131
2412966	2412966
3433201	3433201
1645603	1645603
6004840	6004840
5161092	5161092
1529033	1529033
2753670	2753670
1250130	1250130
3455242	3455242
5480348	5480348
2705533	2705533
5411026	5411026
4604603	4604603
5689935	5689935
5100593	5100593
1302673	1302673
2335992	2335992
1066541	1066541
1379892	1379892
4538186	4538186
3296166	3296166
2167420	2167420
2153915	2153915
3215332	3215332
2431404	2431404
1690423	1690423
2865794	2865794
4324508	4324508
1241800	1241800
2267742	2267742
3617041	3617041
2996376	2996376
1385756	1385756
3628900	3628900
5140455	5140455
4418968	4418968
1379590	1379590
1713040	1713040
2615225	2615225
4850543	4850543
4906207	4906207
2595600	2595600
1512400	1512400
4748540	4748540
4611155	4611155
4781350	4781350
4616209	4616209
1547855	1547855
2496682	2496682
2270176	2270176
4816214	4816214
3854952	3854952
1466308	1466308
5266017	5266017
2780179	2780179
1753857	1753857
1562041	1562041
2246193	2246193
1994481	1994481
1555023	1555023
4885824	4885824
5030757	5030757
3250321	3250321
4569570	4569570
5400482	5400482
1171640	1171640
5321962	5321962
3243568	3243568
2829833	2829833
2140406	2140406
4210139	4210139
2896547	2896547
2024997	2024997
1211950	1211950
5355137	5355137
2876331	2876331
4287677	4287677
4240672	4240672
1232506	1232506
3120403	3120403
5640129	5640129
2884013	2884013
4445756	4445756
2452776	2452776
1540283	1540283
2474517	2474517
1587428	1587428
1812561	1812561
4066252	4066252
1556259	1556259
4842525	4842525
5038756	5038756
4994955	4994955
2047894	2047894
5632908	5632908
4512125	4512125
2084917	2084917
1674411	1674411
4080834	4080834
5986441	5986441
2110994	2110994
3929078	3929078
5368087	5368087
5859938	5859938
3300807	3300807
5464659	5464659
2723518	2723518
5842582	5842582
3999678	3999678
5019412	5019412
1280325	1280325
1801441	1801441
5937136	5937136
3427003	3427003
5824715	5824715
3435519	3435519
5283872	5283872
5330943	5330943
5428058	5428058
5413700	5413700
3364865	3364865
4329071	4329071
3720203	3720203
3461326	3461326
3621044	3621044
2323560	2323560
2206896	2206896
2238822	2238822
3870335	3870335
3423386	3423386
5609638	5609638
4995197	4995197
1154334	1154334
3287935	3287935
3221575	3221575
3235200	3235200
4571864	4571864
1210246	1210246
2817001	2817001
3780979	3780979
2978818	2978818
5228265	5228265
5425915	5425915
5562470	5562470
4798460	4798460
1292745	1292745
1759460	1759460
5795822	5795822
3340067	3340067
1519188	1519188
3240127	3240127
3743589	3743589
5662519	5662519
1596042	1596042
3829444	3829444
3418992	3418992
4515311	4515311
4814684	4814684
3038884	3038884
4338496	4338496
5072994	5072994
4256489	4256489
1445683	1445683
2107373	2107373
1443455	1443455
1481395	1481395
5453846	5453846
5436565	5436565
5893055	5893055
1213752	1213752
2638806	2638806
4732068	4732068
2121006	2121006
2424954	2424954
4917360	4917360
4395083	4395083
3904162	3904162
5256026	5256026
5246484	5246484
1921441	1921441
4250157	4250157
3113479	3113479
4124915	4124915
2270714	2270714
1992214	1992214
1006527	1006527
4020889	4020889
3429209	3429209
4142085	4142085
2041079	2041079
5795120	5795120
3563626	3563626
3403535	3403535
4490272	4490272
5498527	5498527
4669685	4669685
2426720	2426720
4231987	4231987
2650612	2650612
4489725	4489725
2028352	2028352
4847564	4847564
1286854	1286854
4752364	4752364
4524013	4524013
2700317	2700317
5942633	5942633
1331251	1331251
1864197	1864197
3318629	3318629
1888034	1888034
4128209	4128209
2303613	2303613
3083276	3083276
3750712	3750712
3587469	3587469
3853042	3853042
4427362	4427362
2673906	2673906
3361953	3361953
1860396	1860396
3578566	3578566
4395539	4395539
4815434	4815434
4677890	4677890
5840999	5840999
4741850	4741850
2686608	2686608
5515634	5515634
4756385	4756385
1361133	1361133
1792665	1792665
2137590	2137590
1617802	1617802
1628928	1628928
2652707	2652707
3367093	3367093
4245311	4245311
5754859	5754859
5425120	5425120
5177194	5177194
3444222	3444222
3505649	3505649
4473275	4473275
2636989	2636989
5932222	5932222
1861726	1861726
3343691	3343691
3621897	3621897
3846865	3846865
3806926	3806926
4662258	4662258
2238462	2238462
3359899	3359899
4879759	4879759
4260995	4260995
2995630	2995630
4049237	4049237
4997514	4997514
2854802	2854802
4059144	4059144
3911668	3911668
4642316	4642316
2412531	2412531
1176855	1176855
1391546	1391546
5266752	5266752
2683255	2683255
3218544	3218544
4905697	4905697
3037543	3037543
1584056	1584056
5502022	5502022
5836092	5836092
5799004	5799004
3628733	3628733
2809726	2809726
2487001	2487001
1188283	1188283
2991364	2991364
4077235	4077235
1671254	1671254
2276530	2276530
5955016	5955016
5210158	5210158
4425795	4425795
2678733	2678733
2898582	2898582
1833903	1833903
3783252	3783252
5590159	5590159
4871136	4871136
3557672	3557672
1984682	1984682
2962112	2962112
3653499	3653499
5093764	5093764
3655781	3655781
1316525	1316525
3304643	3304643
5809503	5809503
5915355	5915355
2082214	2082214
5304305	5304305
5901496	5901496
1462196	1462196
5990911	5990911
4582971	4582971
6022858	6022858
2751005	2751005
4289050	4289050
3821335	3821335
3749615	3749615
2779846	2779846
5277697	5277697
4496796	4496796
1976345	1976345
2005276	2005276
1039159	1039159
2496833	2496833
1891499	1891499
4627347	4627347
6000908	6000908
1964185	1964185
5467162	5467162
5667746	5667746
1393901	1393901
4943169	4943169
5673812	5673812
1200905	1200905
5476772	5476772
4953841	4953841
5107176	5107176
1696345	1696345
4304064	4304064
2195699	2195699
5837624	5837624
