#FID	IID
2662207	2662207
4247931	4247931
3621339	3621339
4029656	4029656
5894039	5894039
1726698	1726698
2887917	2887917
4536918	4536918
5659056	5659056
1919199	1919199
1686218	1686218
3458927	3458927
1029010	1029010
3853874	3853874
3639607	3639607
2264924	2264924
4602966	4602966
5671271	5671271
4060006	4060006
5656747	5656747
1727769	1727769
5543259	5543259
3123991	3123991
5666410	5666410
3891990	3891990
4491388	4491388
5576221	5576221
2167529	2167529
2442654	2442654
2765594	2765594
5612187	5612187
5185277	5185277
4224395	4224395
4787609	4787609
4480320	4480320
3970416	3970416
2564030	2564030
3082712	3082712
2540854	2540854
1668281	1668281
5350885	5350885
2001426	2001426
1385836	1385836
2598564	2598564
1520474	1520474
5049349	5049349
2899144	2899144
1384674	1384674
5629961	5629961
5714070	5714070
4716568	4716568
2382691	2382691
3144685	3144685
5882387	5882387
3169078	3169078
4294790	4294790
4356544	4356544
2142205	2142205
3941096	3941096
1157968	1157968
1692576	1692576
4484563	4484563
1502298	1502298
2927330	2927330
1778250	1778250
3191659	3191659
1963352	1963352
1252119	1252119
4556065	4556065
4723943	4723943
3630130	3630130
3610270	3610270
4438694	4438694
4871163	4871163
4969991	4969991
1114664	1114664
3930468	3930468
2702256	2702256
5679535	5679535
2442327	2442327
4517010	4517010
2291027	2291027
2061907	2061907
5119967	5119967
4737861	4737861
5250461	5250461
3067216	3067216
2961401	2961401
2232385	2232385
3489550	3489550
2270101	2270101
4834166	4834166
1592153	1592153
3994059	3994059
4743885	4743885
4558472	4558472
5183920	5183920
5171523	5171523
5510560	5510560
4042887	4042887
2572674	2572674
2428417	2428417
3596825	3596825
5025192	5025192
3983927	3983927
4364317	4364317
3426526	3426526
2432476	2432476
3883310	3883310
1430817	1430817
1816684	1816684
5464888	5464888
2537271	2537271
1470701	1470701
2745943	2745943
4188930	4188930
5825125	5825125
4183616	4183616
2065943	2065943
1095718	1095718
1521216	1521216
6006510	6006510
5199790	5199790
5588705	5588705
1961446	1961446
5012326	5012326
2681440	2681440
5476568	5476568
5724133	5724133
2213826	2213826
5305067	5305067
3401319	3401319
4002276	4002276
4124624	4124624
4402028	4402028
3602937	3602937
2420433	2420433
1933675	1933675
4446813	4446813
4395772	4395772
5698440	5698440
5533139	5533139
5987765	5987765
5940263	5940263
2910788	2910788
5537394	5537394
2689203	2689203
4534973	4534973
2770573	2770573
5575888	5575888
5134705	5134705
3881152	3881152
1571976	1571976
2904074	2904074
3872943	3872943
3586010	3586010
3598373	3598373
1630693	1630693
4265247	4265247
4800933	4800933
5467492	5467492
5509015	5509015
5282493	5282493
5205061	5205061
4282752	4282752
4107143	4107143
5940810	5940810
1141468	1141468
5212353	5212353
1193174	1193174
5829742	5829742
5030335	5030335
2130972	2130972
4726850	4726850
3868615	3868615
5608391	5608391
4268413	4268413
3402874	3402874
1234943	1234943
5319762	5319762
2214474	2214474
1534482	1534482
3720359	3720359
3417969	3417969
2849185	2849185
5475131	5475131
2401243	2401243
5714342	5714342
1242268	1242268
3820785	3820785
3409295	3409295
3319048	3319048
3474387	3474387
5113383	5113383
1329795	1329795
3525855	3525855
2736629	2736629
4150019	4150019
2775066	2775066
3951111	3951111
1761487	1761487
1736980	1736980
4435109	4435109
5127800	5127800
5775869	5775869
2300746	2300746
5844995	5844995
5150474	5150474
2836951	2836951
5023865	5023865
2593033	2593033
3865381	3865381
1504322	1504322
1242438	1242438
1974729	1974729
1705855	1705855
3300598	3300598
2818265	2818265
2314942	2314942
2646973	2646973
3912104	3912104
1844851	1844851
3292899	3292899
3282090	3282090
5689065	5689065
5750010	5750010
3380355	3380355
5902438	5902438
2321023	2321023
4125763	4125763
2593548	2593548
2101515	2101515
5025473	5025473
5131719	5131719
3275003	3275003
2459249	2459249
4507245	4507245
2466579	2466579
1687778	1687778
4870374	4870374
3453879	3453879
5573423	5573423
2249809	2249809
4280124	4280124
3355059	3355059
3587268	3587268
2473479	2473479
3857505	3857505
1177522	1177522
2186464	2186464
5646900	5646900
5885455	5885455
3283411	3283411
3566629	3566629
4324003	4324003
1457049	1457049
3589251	3589251
5562329	5562329
3760474	3760474
3950816	3950816
4601432	4601432
2078569	2078569
5245091	5245091
4275887	4275887
4752994	4752994
1260431	1260431
1667657	1667657
2551998	2551998
2377525	2377525
4202446	4202446
5784185	5784185
2190896	2190896
2282863	2282863
3296998	3296998
5591252	5591252
3117943	3117943
1528280	1528280
2734154	2734154
5543145	5543145
3881358	3881358
4689941	4689941
1709410	1709410
5016499	5016499
2309105	2309105
5799016	5799016
5907825	5907825
2086346	2086346
4261902	4261902
2143330	2143330
4991931	4991931
4600030	4600030
4886801	4886801
4989430	4989430
3761029	3761029
5080271	5080271
4432934	4432934
4175681	4175681
1478750	1478750
5991324	5991324
3715985	3715985
3853553	3853553
2816480	2816480
1108981	1108981
5393537	5393537
4678096	4678096
3594120	3594120
2189895	2189895
1410230	1410230
5579852	5579852
4419005	4419005
3720228	3720228
2167848	2167848
5145238	5145238
1478107	1478107
1005297	1005297
1845383	1845383
5505914	5505914
4750666	4750666
1832887	1832887
1363826	1363826
4690236	4690236
5954630	5954630
4585260	4585260
2908585	2908585
5407468	5407468
2231888	2231888
4143213	4143213
5504537	5504537
4008908	4008908
2798126	2798126
1233818	1233818
4365816	4365816
4832293	4832293
5129405	5129405
5762839	5762839
5166557	5166557
2762732	2762732
3798864	3798864
2452195	2452195
3595306	3595306
1722554	1722554
5323654	5323654
3842199	3842199
3665867	3665867
3968211	3968211
5231118	5231118
3748281	3748281
1896090	1896090
5825265	5825265
3472268	3472268
1808980	1808980
3152999	3152999
5627167	5627167
5555701	5555701
4726033	4726033
2731462	2731462
3469805	3469805
1735262	1735262
5674153	5674153
2384010	2384010
2064104	2064104
1767519	1767519
5679740	5679740
2368620	2368620
5322176	5322176
2775307	2775307
3429701	3429701
1515591	1515591
1650265	1650265
2673449	2673449
1321534	1321534
3758003	3758003
4464520	4464520
4264684	4264684
4859203	4859203
3209968	3209968
3448044	3448044
4157869	4157869
4682554	4682554
1149531	1149531
3070131	3070131
1103046	1103046
3888502	3888502
1899284	1899284
4986237	4986237
2373685	2373685
2881534	2881534
5193281	5193281
5699277	5699277
3191070	3191070
4326855	4326855
5846838	5846838
1451816	1451816
2694662	2694662
1966778	1966778
5678151	5678151
5572740	5572740
4880020	4880020
4503297	4503297
4510186	4510186
3945184	3945184
1143312	1143312
1380216	1380216
3713591	3713591
2313314	2313314
3941926	3941926
1797726	1797726
3587686	3587686
5619127	5619127
5278270	5278270
2033177	2033177
5441261	5441261
4033318	4033318
2807933	2807933
2862155	2862155
2136887	2136887
3187100	3187100
5116717	5116717
5293465	5293465
4899296	4899296
3529202	3529202
3702280	3702280
5669102	5669102
3168954	3168954
5601949	5601949
4840042	4840042
5439389	5439389
1905140	1905140
2558223	2558223
5778329	5778329
1036602	1036602
4245555	4245555
2594941	2594941
4253275	4253275
4342727	4342727
4295824	4295824
2518124	2518124
5410173	5410173
5029021	5029021
1526228	1526228
3894157	3894157
5901523	5901523
3119217	3119217
1404783	1404783
1637315	1637315
4622230	4622230
4868993	4868993
3490709	3490709
2001511	2001511
4231589	4231589
1479933	1479933
3864685	3864685
1165124	1165124
3303660	3303660
3908800	3908800
2724469	2724469
2893534	2893534
2863289	2863289
2811939	2811939
1756038	1756038
3982917	3982917
1998954	1998954
5080936	5080936
5052903	5052903
1894930	1894930
4772284	4772284
4798583	4798583
3570206	3570206
3516004	3516004
4835194	4835194
3696436	3696436
1512587	1512587
2422885	2422885
5494957	5494957
4441572	4441572
1837307	1837307
2721009	2721009
4960082	4960082
2086633	2086633
4283903	4283903
4809824	4809824
1544847	1544847
4192596	4192596
5004455	5004455
3928202	3928202
5662355	5662355
5459992	5459992
5511862	5511862
5412694	5412694
2523499	2523499
2487196	2487196
1626802	1626802
1278875	1278875
3496961	3496961
1074882	1074882
3779949	3779949
2670735	2670735
5916142	5916142
4300761	4300761
1846928	1846928
4411125	4411125
3439982	3439982
2966083	2966083
2416182	2416182
5437670	5437670
5334782	5334782
2676229	2676229
4354051	4354051
5937367	5937367
5927808	5927808
5925052	5925052
4523500	4523500
1198329	1198329
3958414	3958414
3196867	3196867
5007276	5007276
5198062	5198062
2879555	2879555
3697054	3697054
3378140	3378140
3051023	3051023
3979207	3979207
1868004	1868004
4019422	4019422
2454707	2454707
5962082	5962082
2177729	2177729
5317888	5317888
4353331	4353331
5446008	5446008
4684606	4684606
1553228	1553228
4472631	4472631
5997679	5997679
6001165	6001165
2391519	2391519
4553527	4553527
4708457	4708457
5952721	5952721
4185416	4185416
2256913	2256913
3742179	3742179
5699487	5699487
2907653	2907653
3162696	3162696
4963629	4963629
2538340	2538340
5121858	5121858
3492721	3492721
4091386	4091386
2764533	2764533
3160660	3160660
5793172	5793172
4643696	4643696
2348526	2348526
2441378	2441378
4874052	4874052
2686888	2686888
2735288	2735288
5419000	5419000
3302955	3302955
3371336	3371336
3715994	3715994
2017043	2017043
3089299	3089299
4556348	4556348
4918042	4918042
3875579	3875579
2038230	2038230
5287912	5287912
4676928	4676928
2488029	2488029
5001549	5001549
3900380	3900380
5217161	5217161
1303246	1303246
4370065	4370065
4021459	4021459
3364372	3364372
4350553	4350553
5944014	5944014
3079141	3079141
5538798	5538798
5794164	5794164
3246841	3246841
3370522	3370522
4518671	4518671
3552158	3552158
5382821	5382821
2319939	2319939
3843127	3843127
6021967	6021967
2193620	2193620
4266664	4266664
5943838	5943838
4711136	4711136
3570798	3570798
1340930	1340930
3767833	3767833
4577142	4577142
4858967	4858967
5556986	5556986
1523262	1523262
1440268	1440268
1811308	1811308
1941721	1941721
5235490	5235490
1977854	1977854
5029172	5029172
3169817	3169817
3802664	3802664
2608115	2608115
3557130	3557130
5492709	5492709
1904514	1904514
4035873	4035873
2912889	2912889
1484400	1484400
2312552	2312552
1145277	1145277
5202565	5202565
3115948	3115948
2612985	2612985
4065069	4065069
4023377	4023377
1736501	1736501
4597522	4597522
1014170	1014170
5041502	5041502
4869007	4869007
4263009	4263009
1803860	1803860
1959576	1959576
2509038	2509038
3399853	3399853
1441134	1441134
3966577	3966577
5260142	5260142
5408313	5408313
2479263	2479263
2029133	2029133
2798581	2798581
4175669	4175669
3263431	3263431
4120020	4120020
3986345	3986345
4933565	4933565
2804354	2804354
1990447	1990447
4937531	4937531
5250544	5250544
1597737	1597737
1918752	1918752
5451468	5451468
1523006	1523006
4150930	4150930
3764915	3764915
3678590	3678590
1841350	1841350
2410407	2410407
2827569	2827569
1324405	1324405
3140055	3140055
5219901	5219901
5497862	5497862
5947809	5947809
2294350	2294350
2263486	2263486
2958076	2958076
5091356	5091356
3167186	3167186
2914767	2914767
2660390	2660390
4970579	4970579
4286248	4286248
5021580	5021580
4951117	4951117
2107177	2107177
3298235	3298235
4217680	4217680
3634374	3634374
1451163	1451163
4608660	4608660
1203201	1203201
4448058	4448058
3407313	3407313
4713569	4713569
4499306	4499306
4760070	4760070
3328899	3328899
5915554	5915554
1549366	1549366
3889895	3889895
5820728	5820728
4572632	4572632
2735932	2735932
1079774	1079774
1182683	1182683
4112294	4112294
2033108	2033108
3367680	3367680
3440296	3440296
1016159	1016159
2006149	2006149
2971642	2971642
2692068	2692068
2104677	2104677
3233422	3233422
4645838	4645838
3712920	3712920
5186630	5186630
5267086	5267086
5161326	5161326
5605796	5605796
5640102	5640102
5215236	5215236
2615594	2615594
1828505	1828505
1238427	1238427
4432064	4432064
5030487	5030487
5496343	5496343
4550502	4550502
4909627	4909627
1194585	1194585
1796639	1796639
1849632	1849632
2883348	2883348
1256991	1256991
5754079	5754079
3541173	3541173
4985218	4985218
1103793	1103793
1733473	1733473
3890452	3890452
4913251	4913251
1393948	1393948
4634759	4634759
1449277	1449277
2864563	2864563
5115902	5115902
1705551	1705551
1683201	1683201
3445213	3445213
3260141	3260141
3624107	3624107
1841719	1841719
1766594	1766594
2564322	2564322
5111426	5111426
3586495	3586495
3547254	3547254
3913374	3913374
3269022	3269022
4262685	4262685
5675603	5675603
5661813	5661813
5499960	5499960
1563248	1563248
4831082	4831082
1975397	1975397
1000197	1000197
1399174	1399174
3886089	3886089
4636487	4636487
5367176	5367176
2271698	2271698
2301807	2301807
4692204	4692204
3292130	3292130
1594611	1594611
5057327	5057327
1446565	1446565
5227115	5227115
1756883	1756883
4629165	4629165
5858337	5858337
4230397	4230397
3942856	3942856
2868227	2868227
3933091	3933091
4460556	4460556
1036865	1036865
3826232	3826232
5883482	5883482
5142860	5142860
2366002	2366002
1256227	1256227
5463281	5463281
1653128	1653128
1668557	1668557
5410398	5410398
5942806	5942806
4568924	4568924
2375609	2375609
5870089	5870089
4815740	4815740
5282688	5282688
3253364	3253364
4245975	4245975
4547447	4547447
1265199	1265199
2888648	2888648
1188722	1188722
4738152	4738152
1909068	1909068
2168898	2168898
3164049	3164049
3039600	3039600
4120233	4120233
1477728	1477728
5473639	5473639
1332680	1332680
2968774	2968774
4285252	4285252
3730137	3730137
5999608	5999608
1305702	1305702
5430268	5430268
1972475	1972475
2596306	2596306
3087658	3087658
5661577	5661577
3870705	3870705
3729523	3729523
3617296	3617296
4193020	4193020
5841768	5841768
3227649	3227649
3310318	3310318
5599211	5599211
2496590	2496590
2705188	2705188
4872781	4872781
1129785	1129785
2303728	2303728
2543540	2543540
1435633	1435633
5453207	5453207
5961321	5961321
4880773	4880773
2526878	2526878
4261414	4261414
2026249	2026249
5269958	5269958
4050480	4050480
4439127	4439127
1538459	1538459
1566387	1566387
1787758	1787758
3667831	3667831
4872256	4872256
1720964	1720964
4778847	4778847
2933824	2933824
2738945	2738945
5176771	5176771
3302871	3302871
5629714	5629714
3541246	3541246
1742013	1742013
5988166	5988166
2903885	2903885
2834343	2834343
4567416	4567416
3416736	3416736
1974581	1974581
2526162	2526162
3735467	3735467
2430371	2430371
5847650	5847650
5562492	5562492
4183059	4183059
4463458	4463458
1959917	1959917
1827961	1827961
5181412	5181412
3391460	3391460
5429445	5429445
3860276	3860276
4551690	4551690
3925270	3925270
5915917	5915917
1772542	1772542
3877569	3877569
1980329	1980329
2538207	2538207
3553468	3553468
2816694	2816694
4069391	4069391
3602149	3602149
2729318	2729318
4003544	4003544
2808163	2808163
2217235	2217235
3883716	3883716
3436474	3436474
3825150	3825150
4469536	4469536
1994980	1994980
4760310	4760310
4234592	4234592
2794317	2794317
3344662	3344662
2857760	2857760
4109775	4109775
1999553	1999553
5951502	5951502
5920214	5920214
4488922	4488922
5349317	5349317
4251775	4251775
1239952	1239952
4539659	4539659
2548926	2548926
2573432	2573432
1673058	1673058
1682866	1682866
5760000	5760000
2871967	2871967
3750511	3750511
4745492	4745492
3166591	3166591
5639253	5639253
3378797	3378797
4576238	4576238
2634068	2634068
2363382	2363382
5333320	5333320
1672325	1672325
5539598	5539598
1128950	1128950
3641273	3641273
5338682	5338682
3231946	3231946
1836836	1836836
5797145	5797145
1038070	1038070
4390265	4390265
4222371	4222371
1741363	1741363
4676653	4676653
1550200	1550200
1103842	1103842
5721640	5721640
4433306	4433306
1443358	1443358
4159603	4159603
5774116	5774116
3830491	3830491
5814703	5814703
