#FID	IID
5100525	5100525
3360290	3360290
2564712	2564712
1756329	1756329
2265737	2265737
4235929	4235929
5625076	5625076
2089026	2089026
1755825	1755825
1322529	1322529
4676903	4676903
2251459	2251459
1404453	1404453
3358716	3358716
3852426	3852426
4085696	4085696
2133230	2133230
4960764	4960764
2579189	2579189
3073256	3073256
3252974	3252974
3724882	3724882
2808039	2808039
5490487	5490487
3297820	3297820
3424666	3424666
5509324	5509324
4568487	4568487
5784832	5784832
4101828	4101828
5675162	5675162
3471824	3471824
4425522	4425522
1012624	1012624
3804092	3804092
5074609	5074609
3488500	3488500
4595009	4595009
4264220	4264220
4709623	4709623
1251570	1251570
4974041	4974041
3513571	3513571
4118534	4118534
1065384	1065384
3331888	3331888
5563695	5563695
3782117	3782117
1069020	1069020
1330944	1330944
4436206	4436206
5294338	5294338
2791471	2791471
3802117	3802117
1628668	1628668
4771182	4771182
5883529	5883529
5876176	5876176
2438665	2438665
5797223	5797223
1284988	1284988
2850447	2850447
3477009	3477009
3414365	3414365
5376039	5376039
1386184	1386184
3850752	3850752
3460851	3460851
1358759	1358759
2011271	2011271
1043561	1043561
2656531	2656531
2609602	2609602
1848926	1848926
1306411	1306411
3621508	3621508
5822452	5822452
3434295	3434295
3968700	3968700
3471464	3471464
2389018	2389018
1012248	1012248
5660735	5660735
1686142	1686142
2058207	2058207
2349505	2349505
4489405	4489405
4442046	4442046
5764231	5764231
2113648	2113648
2921881	2921881
1307331	1307331
3474944	3474944
3988879	3988879
3930246	3930246
3596036	3596036
3223273	3223273
4081468	4081468
1390958	1390958
5722874	5722874
1362888	1362888
5801070	5801070
3924802	3924802
1900128	1900128
2965828	2965828
3559495	3559495
5860229	5860229
2456745	2456745
3840054	3840054
4772859	4772859
1808917	1808917
5987831	5987831
4623001	4623001
3793905	3793905
5419280	5419280
4381608	4381608
2825899	2825899
1711605	1711605
2394713	2394713
5554359	5554359
2162111	2162111
3337422	3337422
1742732	1742732
4921123	4921123
1508107	1508107
4483416	4483416
1728820	1728820
1125046	1125046
2434593	2434593
6006578	6006578
5551399	5551399
5859721	5859721
5580652	5580652
4433676	4433676
2472376	2472376
4729091	4729091
4757631	4757631
1641190	1641190
4145538	4145538
5253205	5253205
5738011	5738011
2425158	2425158
1218424	1218424
3279936	3279936
1123741	1123741
4789660	4789660
3617643	3617643
5541300	5541300
5087154	5087154
1809263	1809263
2360846	2360846
2818220	2818220
1231627	1231627
2794023	2794023
2180279	2180279
1066090	1066090
1684647	1684647
5581327	5581327
5607582	5607582
1364218	1364218
4270587	4270587
4362591	4362591
5033907	5033907
3926840	3926840
4376395	4376395
3305969	3305969
1575902	1575902
1161836	1161836
5701506	5701506
1307069	1307069
3297766	3297766
1575078	1575078
2616255	2616255
3791143	3791143
1354542	1354542
2616530	2616530
4654661	4654661
1709086	1709086
4403692	4403692
4584658	4584658
1050259	1050259
4040322	4040322
3077654	3077654
2144762	2144762
1973579	1973579
5784596	5784596
3396486	3396486
2785073	2785073
4573907	4573907
1026154	1026154
5934811	5934811
2360595	2360595
1357398	1357398
3341256	3341256
1468754	1468754
3979763	3979763
5127595	5127595
4208534	4208534
5043468	5043468
2866851	2866851
4604927	4604927
4684500	4684500
3296226	3296226
3095714	3095714
4700731	4700731
5018286	5018286
3417816	3417816
2887092	2887092
5087300	5087300
5026416	5026416
4221623	4221623
5630319	5630319
1605450	1605450
4345677	4345677
2496322	2496322
4191900	4191900
2366073	2366073
5462487	5462487
2364049	2364049
3699429	3699429
5783955	5783955
1968996	1968996
2568903	2568903
2821917	2821917
5404493	5404493
1775731	1775731
1779392	1779392
4032215	4032215
3367844	3367844
1738284	1738284
3028004	3028004
5537035	5537035
1142031	1142031
4972073	4972073
5292463	5292463
3467935	3467935
1365279	1365279
5930894	5930894
2201019	2201019
5349712	5349712
5226325	5226325
2023675	2023675
4223216	4223216
5392831	5392831
3079258	3079258
3895127	3895127
1897647	1897647
1410837	1410837
1676163	1676163
4523445	4523445
5364562	5364562
3623405	3623405
5314302	5314302
5344531	5344531
2683904	2683904
1846292	1846292
4521784	4521784
2431185	2431185
2201584	2201584
5987189	5987189
4549280	4549280
5187248	5187248
4837558	4837558
5317446	5317446
2619004	2619004
1567977	1567977
1591757	1591757
1030297	1030297
1810998	1810998
2400360	2400360
5800510	5800510
5398460	5398460
4773634	4773634
5127625	5127625
1235074	1235074
3514882	3514882
3183230	3183230
1542647	1542647
4467958	4467958
2142581	2142581
1061590	1061590
2110217	2110217
4446431	4446431
3072581	3072581
4315911	4315911
2880771	2880771
3131325	3131325
1254698	1254698
1615048	1615048
1279574	1279574
1462382	1462382
4171442	4171442
3544643	3544643
1098685	1098685
1006486	1006486
2102448	2102448
4149540	4149540
3603403	3603403
2244438	2244438
4243011	4243011
4304795	4304795
5957628	5957628
5576110	5576110
1995524	1995524
4566768	4566768
4329432	4329432
2490010	2490010
4610049	4610049
3815851	3815851
1219598	1219598
2681048	2681048
4873944	4873944
1360964	1360964
4816602	4816602
3537997	3537997
5081911	5081911
6006882	6006882
5584972	5584972
5798290	5798290
1647178	1647178
5946285	5946285
3022827	3022827
4424016	4424016
3481382	3481382
1812526	1812526
1597424	1597424
1718504	1718504
4926702	4926702
2507982	2507982
5805760	5805760
2325988	2325988
1296856	1296856
1701519	1701519
5086644	5086644
1458192	1458192
3295318	3295318
5940484	5940484
4101533	4101533
5579003	5579003
4656304	4656304
2218145	2218145
2170757	2170757
1576920	1576920
3682387	3682387
1175848	1175848
1540371	1540371
3963167	3963167
2112073	2112073
5351805	5351805
4464114	4464114
2280446	2280446
2140521	2140521
4864190	4864190
3618329	3618329
2542008	2542008
2895601	2895601
5982482	5982482
2767027	2767027
5138298	5138298
2727433	2727433
2400082	2400082
2759202	2759202
3419270	3419270
2260171	2260171
3424942	3424942
2745242	2745242
2508743	2508743
4321653	4321653
2590313	2590313
3686208	3686208
1031151	1031151
1677523	1677523
1874756	1874756
5499146	5499146
3944384	3944384
3672816	3672816
4918915	4918915
4406584	4406584
3219384	3219384
3950733	3950733
4118180	4118180
5481574	5481574
3697977	3697977
5381667	5381667
4269159	4269159
4685298	4685298
5762840	5762840
2794455	2794455
4754778	4754778
3666305	3666305
5404053	5404053
3881727	3881727
3458793	3458793
2650474	2650474
2907422	2907422
1826130	1826130
1819858	1819858
5622341	5622341
4390730	4390730
3114313	3114313
4589292	4589292
3763792	3763792
2573851	2573851
4782273	4782273
4148948	4148948
5982416	5982416
5729460	5729460
5435854	5435854
4767489	4767489
5558104	5558104
5913254	5913254
3803131	3803131
3758846	3758846
2437162	2437162
3352552	3352552
4374430	4374430
2213302	2213302
4430280	4430280
2921415	2921415
5605016	5605016
1253415	1253415
2005950	2005950
3099343	3099343
4223978	4223978
3647303	3647303
4948048	4948048
4868698	4868698
5513604	5513604
1856374	1856374
2432372	2432372
2953247	2953247
2474723	2474723
4693394	4693394
2811725	2811725
4877240	4877240
3560115	3560115
2587796	2587796
1237812	1237812
5219511	5219511
1975298	1975298
5453306	5453306
5457370	5457370
1380015	1380015
2781846	2781846
2884551	2884551
5047994	5047994
4675452	4675452
2399712	2399712
1693985	1693985
5537166	5537166
5334361	5334361
1837991	1837991
1652690	1652690
1161613	1161613
1090350	1090350
2272656	2272656
2914767	2914767
1427316	1427316
3353106	3353106
3954091	3954091
5427303	5427303
3676955	3676955
4881657	4881657
1673661	1673661
4065081	4065081
2514716	2514716
3032094	3032094
5081581	5081581
5411540	5411540
5825031	5825031
2186011	2186011
2165633	2165633
4070539	4070539
1368487	1368487
5681197	5681197
1141213	1141213
1112023	1112023
3814616	3814616
1796082	1796082
2628227	2628227
2168208	2168208
5413905	5413905
4737878	4737878
5855022	5855022
1377270	1377270
5871655	5871655
2526195	2526195
1167654	1167654
3136842	3136842
5860345	5860345
1807402	1807402
4336151	4336151
2564041	2564041
1065681	1065681
5330904	5330904
4478919	4478919
4443587	4443587
5328823	5328823
5842939	5842939
3187987	3187987
1760665	1760665
2049770	2049770
5623409	5623409
5733715	5733715
5062866	5062866
4846391	4846391
2374644	2374644
1786882	1786882
5644955	5644955
5067622	5067622
3889500	3889500
1777504	1777504
2150700	2150700
1507430	1507430
5956375	5956375
4950794	4950794
2314154	2314154
2077254	2077254
5407566	5407566
1004644	1004644
2223673	2223673
3053310	3053310
2265831	2265831
3516500	3516500
5609151	5609151
1340557	1340557
2754256	2754256
5063880	5063880
1377376	1377376
4780168	4780168
5852624	5852624
3780852	3780852
2222941	2222941
5699952	5699952
3808062	3808062
2700296	2700296
1268849	1268849
4049403	4049403
2265593	2265593
4155833	4155833
1420918	1420918
4472328	4472328
3663944	3663944
3980772	3980772
2724111	2724111
3544620	3544620
3941352	3941352
3123802	3123802
2618661	2618661
5476010	5476010
1794094	1794094
4863200	4863200
1429353	1429353
1810881	1810881
5274932	5274932
1156132	1156132
4071210	4071210
5346439	5346439
1400839	1400839
3123608	3123608
2578388	2578388
2128687	2128687
1112062	1112062
5667933	5667933
1583925	1583925
4358419	4358419
1104972	1104972
5881697	5881697
4469148	4469148
1817329	1817329
2821167	2821167
1951096	1951096
4294931	4294931
5955319	5955319
4159388	4159388
5107942	5107942
3528248	3528248
1678018	1678018
5324954	5324954
1600458	1600458
1620373	1620373
4986403	4986403
4043107	4043107
5189323	5189323
3783761	3783761
5795915	5795915
1042196	1042196
5599139	5599139
3941633	3941633
5136458	5136458
2067643	2067643
3438073	3438073
5890819	5890819
4234440	4234440
2684146	2684146
2409525	2409525
3396232	3396232
2706817	2706817
5211623	5211623
1254604	1254604
3648080	3648080
5982876	5982876
1543382	1543382
2037661	2037661
1037800	1037800
5558061	5558061
3414592	3414592
5414282	5414282
2249042	2249042
2230650	2230650
4633404	4633404
2040525	2040525
2690496	2690496
3242336	3242336
5781240	5781240
1633001	1633001
5342255	5342255
1878347	1878347
4596388	4596388
4076665	4076665
3817506	3817506
2011896	2011896
2229400	2229400
2559617	2559617
2301097	2301097
3616140	3616140
4263330	4263330
1646379	1646379
1668365	1668365
2418717	2418717
3883383	3883383
3349423	3349423
2952772	2952772
1267396	1267396
1736864	1736864
3457884	3457884
4339176	4339176
3526453	3526453
5890769	5890769
5368962	5368962
2627072	2627072
1848522	1848522
5416526	5416526
1310052	1310052
2898754	2898754
6023884	6023884
1672702	1672702
5998968	5998968
5704047	5704047
4245843	4245843
5156573	5156573
4504608	4504608
3498753	3498753
4835918	4835918
2418340	2418340
4118454	4118454
5618043	5618043
4747301	4747301
5956942	5956942
4947300	4947300
2234359	2234359
2347801	2347801
4355618	4355618
1627703	1627703
3886722	3886722
4942370	4942370
2225998	2225998
4008799	4008799
2394045	2394045
3352796	3352796
1853603	1853603
3547880	3547880
3330975	3330975
2711319	2711319
1064379	1064379
5919523	5919523
5632224	5632224
3301275	3301275
2959938	2959938
1707731	1707731
4411352	4411352
1153196	1153196
5497569	5497569
2444502	2444502
5023174	5023174
1827885	1827885
5370406	5370406
2138985	2138985
3405341	3405341
3241994	3241994
5824348	5824348
1978952	1978952
4911310	4911310
4983645	4983645
1940062	1940062
1003750	1003750
1286752	1286752
2572060	2572060
5842024	5842024
4895141	4895141
3039880	3039880
2974227	2974227
3409372	3409372
5478283	5478283
3398121	3398121
2516795	2516795
4671689	4671689
2158633	2158633
3333015	3333015
1302766	1302766
5998123	5998123
1987711	1987711
5730706	5730706
4155651	4155651
2134527	2134527
3792266	3792266
5615770	5615770
3306963	3306963
3090675	3090675
1096446	1096446
2334693	2334693
1701128	1701128
4077451	4077451
3140276	3140276
3303562	3303562
1011788	1011788
3777822	3777822
2344972	2344972
4996401	4996401
1735117	1735117
2155128	2155128
3614915	3614915
3069303	3069303
4475773	4475773
3410176	3410176
3783755	3783755
4290178	4290178
5524909	5524909
4763698	4763698
2028926	2028926
4960016	4960016
5961055	5961055
2696282	2696282
3657545	3657545
2035730	2035730
5585187	5585187
2432981	2432981
4009733	4009733
1529864	1529864
3151986	3151986
3190705	3190705
5473249	5473249
4108956	4108956
1122916	1122916
2691139	2691139
3175238	3175238
3262961	3262961
2312538	2312538
1330079	1330079
1655495	1655495
2152426	2152426
5562689	5562689
2288962	2288962
3958728	3958728
5034502	5034502
3301923	3301923
2441084	2441084
2908010	2908010
2085546	2085546
2260797	2260797
5213490	5213490
4101617	4101617
3006713	3006713
4539189	4539189
3143565	3143565
2757325	2757325
5466204	5466204
3138238	3138238
5881430	5881430
3112205	3112205
2209362	2209362
3187086	3187086
5780975	5780975
5811187	5811187
6016942	6016942
5287302	5287302
1839666	1839666
3654431	3654431
4100656	4100656
2397750	2397750
4059716	4059716
1650002	1650002
5225469	5225469
4346249	4346249
2047730	2047730
1931537	1931537
1915198	1915198
1034411	1034411
1895845	1895845
2685631	2685631
3832889	3832889
4507551	4507551
5867334	5867334
5423190	5423190
3708290	3708290
2287029	2287029
1122943	1122943
3609785	3609785
4598398	4598398
5921519	5921519
4397286	4397286
4415586	4415586
5520283	5520283
3019381	3019381
4379361	4379361
3227591	3227591
4420836	4420836
5632844	5632844
1476103	1476103
5435700	5435700
3373268	3373268
4610501	4610501
5661473	5661473
1462914	1462914
4734743	4734743
1957528	1957528
4055157	4055157
3887673	3887673
3369559	3369559
2732911	2732911
3078294	3078294
4508215	4508215
5918853	5918853
3394656	3394656
3043282	3043282
1987034	1987034
5996139	5996139
1164684	1164684
3644518	3644518
2236890	2236890
2431022	2431022
2251055	2251055
3154993	3154993
2494956	2494956
4066549	4066549
4909079	4909079
4282529	4282529
1069788	1069788
5762216	5762216
4850162	4850162
2445565	2445565
3166352	3166352
4964120	4964120
3623899	3623899
2366621	2366621
1651391	1651391
1254181	1254181
5844164	5844164
4560366	4560366
2979638	2979638
1784125	1784125
5713691	5713691
5169345	5169345
1272984	1272984
2495148	2495148
1626560	1626560
2868593	2868593
4738544	4738544
3733912	3733912
5498260	5498260
4334899	4334899
1587148	1587148
2730224	2730224
4335986	4335986
1283136	1283136
4298971	4298971
3464194	3464194
2637828	2637828
1907265	1907265
1180753	1180753
1177827	1177827
3027055	3027055
2072934	2072934
3944254	3944254
2369669	2369669
1958350	1958350
3876995	3876995
1159527	1159527
5984603	5984603
3347000	3347000
2401101	2401101
4151931	4151931
5268644	5268644
5401927	5401927
3402711	3402711
3359388	3359388
2765287	2765287
1986548	1986548
3791735	3791735
4085561	4085561
2603197	2603197
1377597	1377597
2615703	2615703
2318922	2318922
1461160	1461160
3433225	3433225
3534032	3534032
5743646	5743646
4589967	4589967
3282255	3282255
4554372	4554372
2451309	2451309
5357027	5357027
3086051	3086051
4278505	4278505
2679533	2679533
1918377	1918377
2065904	2065904
4848389	4848389
2246467	2246467
4593077	4593077
3925409	3925409
3437617	3437617
2802614	2802614
1751841	1751841
4782616	4782616
1742603	1742603
1763944	1763944
2040135	2040135
5754376	5754376
3539126	3539126
1000620	1000620
1959677	1959677
3733195	3733195
5859389	5859389
5421794	5421794
2336537	2336537
1453079	1453079
4881029	4881029
5782339	5782339
1482865	1482865
5789336	5789336
2540168	2540168
3175977	3175977
3544380	3544380
2299978	2299978
3769156	3769156
5875612	5875612
5696069	5696069
4729228	4729228
1573501	1573501
3763946	3763946
4410729	4410729
2661399	2661399
3788753	3788753
3173895	3173895
3339229	3339229
5325487	5325487
5140410	5140410
3626455	3626455
5356693	5356693
2746752	2746752
4705339	4705339
1612112	1612112
1326931	1326931
3138505	3138505
5736728	5736728
5779383	5779383
3403358	3403358
2823806	2823806
2600554	2600554
2917706	2917706
5652919	5652919
2067870	2067870
1515563	1515563
5351231	5351231
4048121	4048121
2509222	2509222
3797261	3797261
4926895	4926895
4821041	4821041
2212831	2212831
4648748	4648748
1270483	1270483
3949525	3949525
5827854	5827854
1734059	1734059
4422888	4422888
2175013	2175013
4009766	4009766
4408735	4408735
4872769	4872769
3928410	3928410
2814448	2814448
2651324	2651324
3068320	3068320
4248569	4248569
4075563	4075563
5172623	5172623
4060262	4060262
2808085	2808085
4597002	4597002
2529085	2529085
1367550	1367550
4252749	4252749
1841861	1841861
2026183	2026183
5171035	5171035
4420585	4420585
1462755	1462755
1832127	1832127
4989571	4989571
6008991	6008991
4844715	4844715
1614350	1614350
3721878	3721878
1258575	1258575
1623371	1623371
4495980	4495980
1091803	1091803
4982784	4982784
1703375	1703375
4241427	4241427
2686958	2686958
5398913	5398913
5422861	5422861
2270723	2270723
2273310	2273310
5326917	5326917
2317261	2317261
1230751	1230751
3988770	3988770
5846353	5846353
5905187	5905187
1293509	1293509
4144469	4144469
1604254	1604254
5153390	5153390
2651605	2651605
2947784	2947784
3909574	3909574
1886453	1886453
5294545	5294545
3198179	3198179
5680522	5680522
2215907	2215907
1501060	1501060
1217072	1217072
1842336	1842336
1749773	1749773
4170723	4170723
5235204	5235204
3320814	3320814
5390349	5390349
2412323	2412323
5925719	5925719
1379805	1379805
1155764	1155764
1607993	1607993
3657649	3657649
1929302	1929302
1219038	1219038
5119500	5119500
5362735	5362735
2511655	2511655
2425583	2425583
4268623	4268623
4303746	4303746
3587888	3587888
3392610	3392610
1071719	1071719
3135933	3135933
4510274	4510274
1636489	1636489
1111263	1111263
1226488	1226488
5706969	5706969
5755741	5755741
1409480	1409480
5657147	5657147
4951277	4951277
4534137	4534137
4572774	4572774
4738062	4738062
3979758	3979758
4369531	4369531
1590014	1590014
4907770	4907770
3855677	3855677
2032475	2032475
5298497	5298497
1623904	1623904
3877016	3877016
3951829	3951829
5256349	5256349
2059723	2059723
4601733	4601733
2976714	2976714
1905966	1905966
2320983	2320983
5116090	5116090
1973038	1973038
2769463	2769463
2137567	2137567
1486119	1486119
3711560	3711560
1803404	1803404
5547426	5547426
4630238	4630238
2727245	2727245
3325353	3325353
1640039	1640039
4615437	4615437
1738491	1738491
1264850	1264850
1292464	1292464
1988928	1988928
5634143	5634143
2798161	2798161
4535394	4535394
2074643	2074643
3288026	3288026
4062654	4062654
4360162	4360162
3015674	3015674
5201925	5201925
4664246	4664246
3357559	3357559
3748398	3748398
4288586	4288586
3781235	3781235
2001317	2001317
3417631	3417631
4334421	4334421
3347732	3347732
2406443	2406443
3188492	3188492
4099646	4099646
3193777	3193777
3816342	3816342
1513274	1513274
3903859	3903859
4792018	4792018
1050696	1050696
4269052	4269052
5492402	5492402
5411822	5411822
2007673	2007673
3898691	3898691
2564023	2564023
1214978	1214978
1278306	1278306
3888642	3888642
4580125	4580125
2365480	2365480
2814487	2814487
1753643	1753643
5347257	5347257
3456738	3456738
2182543	2182543
3161362	3161362
4265095	4265095
5007790	5007790
1942341	1942341
2568972	2568972
1039466	1039466
4414225	4414225
4399249	4399249
2336899	2336899
2660295	2660295
4163430	4163430
1088460	1088460
4946038	4946038
5686090	5686090
1711762	1711762
5035603	5035603
2873567	2873567
5513976	5513976
4826514	4826514
1721709	1721709
5240326	5240326
1338842	1338842
5230495	5230495
4386200	4386200
2865589	2865589
1815155	1815155
3796262	3796262
4216877	4216877
5916409	5916409
2290960	2290960
2534291	2534291
2577892	2577892
3832471	3832471
5134816	5134816
4969909	4969909
5129046	5129046
3972698	3972698
5790031	5790031
3123641	3123641
5755517	5755517
3322518	3322518
5766400	5766400
3550149	3550149
5078063	5078063
2365671	2365671
2784808	2784808
5193382	5193382
4747474	4747474
1384406	1384406
5300640	5300640
5072776	5072776
2083803	2083803
5572511	5572511
4444188	4444188
1905139	1905139
1259854	1259854
1835343	1835343
4260636	4260636
2035978	2035978
2481347	2481347
1526106	1526106
4799238	4799238
1411111	1411111
5950846	5950846
5006342	5006342
4763665	4763665
1522275	1522275
4029927	4029927
3800763	3800763
4108319	4108319
5304042	5304042
1241312	1241312
1909804	1909804
5297166	5297166
5162800	5162800
1261323	1261323
4130071	4130071
2396224	2396224
2057936	2057936
4547709	4547709
2627450	2627450
5501820	5501820
5576823	5576823
2960336	2960336
1559968	1559968
4230871	4230871
3317550	3317550
1566668	1566668
1080083	1080083
5436038	5436038
2445543	2445543
3850699	3850699
2989069	2989069
5114412	5114412
5308672	5308672
5824325	5824325
4341492	4341492
4367370	4367370
2820158	2820158
3086233	3086233
2292596	2292596
3547408	3547408
5759115	5759115
3513950	3513950
3284596	3284596
3558380	3558380
6014378	6014378
3242572	3242572
1782354	1782354
2665123	2665123
5895829	5895829
3068468	3068468
4353108	4353108
2127144	2127144
1927660	1927660
5244648	5244648
2367883	2367883
2282571	2282571
